doc_type,doc_no,date,entity,unit,buyer,product,qty_kg,hsn,amount,source_zip,source_pdf,page
INV,CND/26-27/513,27-Apr-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice Roasted Watermelon Seeds 100 g,250.0000,20081920,167062.50,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {513}.pdf,1
INV,CND/26-27/513,27-Apr-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice Chia Seeds 100 g,425.0000,20081930,114528.15,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {513}.pdf,1
INV,CND/26-27/513,27-Apr-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice Roasted Sunflower Seeds 200 g,300.0000,20081920,62563.05,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {513}.pdf,1
INV,CND/26-27/513,27-Apr-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice Roasted Pumpkin Seeds 200 g,500.0000,20081920,229234.50,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {513}.pdf,1
INV,CND/26-27/513,27-Apr-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice Roasted Watermelon Seeds 200 g,200.0000,20081920,131392.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {513}.pdf,1
INV,CND/26-27/513,27-Apr-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice Chia Seeds 200 g,400.0000,20081930,103276.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {513}.pdf,1
INV,CND/26-27/513,27-Apr-26,CFPL,OTHER,Avenue Supermarts Limited,Healthy Choice 5 in 1 Seeds Mix 200gm,300.0000,20081990,103623.30,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {513}.pdf,1
INV,CND/26-27/514,27-Apr-26,CFPL,OTHER,Avenue Supermarts Limited,Dried Cranberry 100gm,84.0000,20089300,52332.59,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {514}.pdf,1
INV,CND/26-27/514,27-Apr-26,CFPL,OTHER,Avenue Supermarts Limited,Dried Blueberry 100gm,60.0000,20060000,88274.34,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {514}.pdf,1
INV,CND/26-27/515,27-Apr-26,CFPL,OTHER,Avenue Supermarts Limited,Premia Breakfast Mix 100g (100005226),75.0000,20081990,52502.18,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {515}.pdf,1
INV,CND/26-27/515,27-Apr-26,CFPL,OTHER,Avenue Supermarts Limited,Premia Nuts & Seeds Mix 100g (100005422),50.0000,20081990,29883.15,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {515}.pdf,1
INV,CND/26-27/515,27-Apr-26,CFPL,OTHER,Avenue Supermarts Limited,Premia Trail Mix 100g ( 100005227),25.0000,20081990,22448.25,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {515}.pdf,1
INV,CND/26-27/515,27-Apr-26,CFPL,OTHER,Avenue Supermarts Limited,Premia Prunes 100gm,25.0000,08132000,16240.95,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {515}.pdf,1
INV,CND/26-27/516,27-Apr-26,CFPL,W-202,Avenue Supermarts Limited (9841),Healthy Choice Roasted Sunflower Seeds 100 g,150.0000,20081920,32981.85,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {516} [Not Final].pdf,1
INV,CND/26-27/516,27-Apr-26,CFPL,W-202,Avenue Supermarts Limited (9841),Healthy Choice Roasted Pumpkin Seeds 100 g,200.0000,20081920,93951.00,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {516} [Not Final].pdf,1
INV,CND/26-27/516,27-Apr-26,CFPL,W-202,Avenue Supermarts Limited (9841),Healthy Choice Roasted Watermelon Seeds 100 g,150.0000,20081920,100237.50,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {516} [Not Final].pdf,1
INV,CND/26-27/516,27-Apr-26,CFPL,W-202,Avenue Supermarts Limited (9841),Healthy Choice Chia Seeds 100 g,150.0000,20081930,40421.70,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {516} [Not Final].pdf,1
INV,CND/26-27/516,27-Apr-26,CFPL,W-202,Avenue Supermarts Limited (9841),Healthy Choice Roasted Sunflower Seeds 200 g,300.0000,20081920,62563.05,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {516} [Not Final].pdf,1
INV,CND/26-27/516,27-Apr-26,CFPL,W-202,Avenue Supermarts Limited (9841),Healthy Choice Roasted Pumpkin Seeds 200 g,400.0000,20081920,183387.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {516} [Not Final].pdf,1
INV,CND/26-27/516,27-Apr-26,CFPL,W-202,Avenue Supermarts Limited (9841),Healthy Choice Roasted Watermelon Seeds 200 g,200.0000,20081920,131392.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {516} [Not Final].pdf,1
INV,CND/26-27/516,27-Apr-26,CFPL,W-202,Avenue Supermarts Limited (9841),Healthy Choice Chia Seeds 200 g,300.0000,20081930,77457.60,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {516} [Not Final].pdf,1
INV,CND/26-27/517,27-Apr-26,CFPL,W-202,Avenue Supermarts Limited (9841),Dried Cranberry 100gm,24.0000,20089300,14952.17,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {517} [Not Final].pdf,1
INV,CND/26-27/517,27-Apr-26,CFPL,W-202,Avenue Supermarts Limited (9841),Dried Blueberry 100gm,72.0000,20060000,105929.21,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {517} [Not Final].pdf,1
INV,CND/26-27/517,27-Apr-26,CFPL,W-202,Avenue Supermarts Limited (9841),Abjosh (Munakka) 100gm,100.0000,08062010,93277.80,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {517} [Not Final].pdf,1
INV,CND/26-27/518,27-Apr-26,CFPL,W-202,Avenue Supermarts Limited (9841),Premia Nuts & Seeds Mix 100g (100005422),100.0000,20081990,59766.30,26-27 Invoice+CN Pdfs.zip,26-27\01.APRIL 26\270426\D-Mart {518} [Not Final].pdf,1
