doc_type,doc_no,date,entity,unit,buyer,product,qty_kg,hsn,amount,source_pdf,page
INV,CF53/2627/00015,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Kimia Dates 500 Gm,12.0000,08041020,3682.80,APMC_INV,24
INV,CF53/2627/00016,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Pumpkin Seed ( 5% ),12.5000,12129990,4826.25,APMC_INV,25
INV,CF53/2627/00016,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,12.5000,12060010,1806.75,APMC_INV,25
INV,CF53/2627/00017,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,8.0000,08041020,1425.60,APMC_INV,26
INV,CF53/2627/00017,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH FARD DATES PREMIUM - 500g,10.0000,08041020,2574.00,APMC_INV,26
INV,CF53/2627/00017,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,10.0000,08041020,2475.00,APMC_INV,26
INV,CF53/2627/00017,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Kimia Dates 500 Gm,30.0000,08041020,9207.00,APMC_INV,27
INV,CF53/2627/00018,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Pumpkin Seed ( 5% ),12.5000,12129990,4826.25,APMC_INV,28
INV,CF53/2627/00018,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,10.0000,12079990,1930.50,APMC_INV,28
INV,CF53/2627/00019,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,16.0000,08041020,2851.20,APMC_INV,29
INV,CF53/2627/00019,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH FARD DATES PREMIUM - 500g,10.0000,08041020,2574.00,APMC_INV,29
INV,CF53/2627/00019,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,20.0000,08041020,4950.00,APMC_INV,29
INV,CF53/2627/00019,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,20.0000,08041020,2772.00,APMC_INV,29
INV,CF53/2627/00019,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH PREMIUM SEEDLESS DATES 500G,16.0000,08041020,2217.60,APMC_INV,30
INV,CF53/2627/00020,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Pumpkin Seed ( 5% ),12.5000,12129990,4826.25,APMC_INV,31
INV,CF53/2627/00021,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Kimia Dates 500 Gm,30.0000,08041020,9207.00,APMC_INV,32
INV,CF53/2627/00022,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,1425.60,APMC_INV,33
INV,CF53/2627/00022,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,12.5000,12060010,1806.75,APMC_INV,33
INV,CF53/2627/00023,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH FARD DATES PREMIUM - 500g,20.0000,08041020,5148.00,APMC_INV,34
INV,CF53/2627/00023,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,10.0000,08041020,1386.00,APMC_INV,35
INV,CF53/2627/00024,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,12.5000,12060010,1806.75,APMC_INV,36
INV,CF53/2627/00024,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,10.0000,12079990,1930.50,APMC_INV,36
INV,CF53/2627/00025,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,16.0000,08041020,2851.20,APMC_INV,37
INV,CF53/2627/00025,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH FARD DATES PREMIUM - 500g,20.0000,08041020,5148.00,APMC_INV,37
INV,CF53/2627/00025,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,20.0000,08041020,4950.00,APMC_INV,37
INV,CF53/2627/00025,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,20.0000,08041020,2772.00,APMC_INV,37
INV,CF53/2627/00025,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH PREMIUM SEEDLESS DATES 500G,16.0000,08041020,2217.60,APMC_INV,37
INV,CF53/2627/00025,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH SAFAVI DATES 500gm,10.0000,08041020,3366.00,APMC_INV,38
INV,CF53/2627/00026,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH FARD DATES PREMIUM - 500g,10.0000,08041020,2574.00,APMC_INV,39
INV,CF53/2627/00026,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,10.0000,08041020,2475.00,APMC_INV,39
INV,CF53/2627/00026,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,10.0000,08041020,1386.00,APMC_INV,40
INV,CF53/2627/00027,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Pumpkin Seed ( 5% ),12.5000,12129990,4826.25,APMC_INV,41
INV,CF53/2627/00027,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,12.5000,12060010,1806.75,APMC_INV,41
INV,CF53/2627/00028,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,24.0000,08041020,4276.80,APMC_INV,42
INV,CF53/2627/00028,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,20.0000,08041020,4950.00,APMC_INV,42
INV,CF53/2627/00028,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,20.0000,08041020,2772.00,APMC_INV,42
INV,CF53/2627/00028,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH PREMIUM SEEDLESS DATES 500G,24.0000,08041020,3326.40,APMC_INV,42
INV,CF53/2627/00028,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH SAFAVI DATES 500gm,10.0000,08041020,3366.00,APMC_INV,43
INV,CF53/2627/00029,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,8.0000,08041020,1425.60,APMC_INV,44
INV,CF53/2627/00029,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH FARD DATES PREMIUM - 500g,10.0000,08041020,2574.00,APMC_INV,44
INV,CF53/2627/00029,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,10.0000,08041020,2475.00,APMC_INV,44
INV,CF53/2627/00029,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,10.0000,08041020,1386.00,APMC_INV,44
INV,CF53/2627/00029,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Kimia Dates 500 Gm,30.0000,08041020,9207.00,APMC_INV,45
INV,CF53/2627/00030,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Pumpkin Seed ( 5% ),12.5000,12129990,4826.25,APMC_INV,46
INV,CF53/2627/00030,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,12.5000,12060010,1806.75,APMC_INV,46
INV,CF53/2627/00030,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,10.0000,12079990,1930.50,APMC_INV,46
INV,CF53/2627/00031,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,16.0000,08041020,2851.20,APMC_INV,47
INV,CF53/2627/00031,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,30.0000,08041020,7425.00,APMC_INV,47
INV,CF53/2627/00031,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,30.0000,08041020,4158.00,APMC_INV,47
INV,CF53/2627/00031,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH PREMIUM SEEDLESS DATES 500G,16.0000,08041020,2217.60,APMC_INV,47
INV,CF53/2627/00031,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH SAFAVI DATES 500gm,10.0000,08041020,3366.00,APMC_INV,48
INV,CF53/2627/00032,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,12.5000,12060010,1806.75,APMC_INV,49
INV,CF53/2627/00032,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,10.0000,12079990,1930.50,APMC_INV,49
INV,CF53/2627/00033,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,16.0000,08041020,2851.20,APMC_INV,50
INV,CF53/2627/00033,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,20.0000,08041020,4950.00,APMC_INV,50
INV,CF53/2627/00033,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,20.0000,08041020,2772.00,APMC_INV,50
INV,CF53/2627/00033,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH PREMIUM SEEDLESS DATES 500G,16.0000,08041020,2217.60,APMC_INV,50
INV,CF53/2627/00033,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Kimia Dates 500 Gm,12.0000,08041020,3682.80,APMC_INV,51
INV,CF53/2627/00034,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,12.5000,12060010,1806.75,APMC_INV,52
INV,CF53/2627/00034,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,10.0000,12079990,1930.50,APMC_INV,52
INV,CF53/2627/00035,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,8.0000,08041020,1425.60,APMC_INV,53
INV,CF53/2627/00035,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,10.0000,08041020,2475.00,APMC_INV,53
INV,CF53/2627/00035,8-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,10.0000,08041020,1386.00,APMC_INV,54
INV,CF53/2627/00036,1-Apr-26,CFPL,F-53,VIRENDRA ENTERPRISES,King Solomon Medjoul Dates 500 Gms,240.0000,08041020,241080.00,APMC_INV,55
INV,CF53/2627/00037,8-Apr-26,CFPL,F-53,K K AMRUTAM,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,3120.00,APMC_INV,57
INV,CF53/2627/00038,13-Apr-26,CFPL,F-53,SHAH SUPPLIERS LLP ( MAHAPE)-APMC(cid:13),Carnival Pitted Prunes 250g,6.0000,08132000,4050.00,APMC_INV,58
INV,CF53/2627/00039,8-Apr-26,CFPL,F-53,DOYEN FOODS LLP,AL BARAKAH DATE SYRUP(1.15KG X 12),27.6000,20079990,6960.00,APMC_INV,59
INV,CF53/2627/00040,13-Apr-26,CFPL,F-53,AJWA DRYFRUITS AND CHOCOLATES(GHANSOLI),Brazil Nuts,5.0000,08012200,14500.00,APMC_INV,60
INV,CF53/2627/00041,13-Apr-26,CFPL,F-53,RAJGURU MART VIJAYPURA,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,6240.00,APMC_INV,61
INV,CF53/2627/00042,8-Apr-26,CFPL,F-53,HEERSON,Dried Prunes (Pitted),11.3400,08132000,7371.00,APMC_INV,62
INV,CF53/2627/00043,13-Apr-26,CFPL,F-53,Innovative Traders,Cashew Kernel,9.0000,08013210,7110.00,APMC_INV,63
INV,CF53/2627/00044,8-Apr-26,CFPL,F-53,PATEL RETAIL LIMITED,AL BARAKAH FARD DATES PREMIUM - 500g,20.0000,08041020,5148.00,APMC_INV,64
INV,CF53/2627/00044,8-Apr-26,CFPL,F-53,PATEL RETAIL LIMITED,AL BARAKAH PREMIUM SEEDLESS DATES 500G,24.0000,08041020,3326.40,APMC_INV,65
INV,CF53/2627/00045,13-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Pumpkin Seed ( 5% ),25.0000,12129990,9652.50,APMC_INV,66
INV,CF53/2627/00045,13-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,25.0000,12060010,3613.50,APMC_INV,66
INV,CF53/2627/00045,13-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,25.0000,12079990,4826.25,APMC_INV,66
INV,CF53/2627/00046,2-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,240.0000,08041020,237600.00,APMC_INV,67
INV,CF53/2627/00047,13-Apr-26,CFPL,F-53,Meera Multifoods,Cashew Kernel,9.0000,08013210,7110.00,APMC_INV,69
INV,CF53/2627/00048,3-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,280.0000,08041020,277200.00,APMC_INV,70
INV,CF53/2627/00049,8-Apr-26,CFPL,F-53,ANN RATNAM,Brazil Nuts,5.0000,08012200,16500.00,APMC_INV,72
INV,CF53/2627/00050,8-Apr-26,CFPL,F-53,D. Harumal Gangaram and Sons LLP,Pista Magaz Split,13.7000,08025200,28770.00,APMC_INV,73
INV,CF53/2627/00051,3-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),Medjoul Dates Super,1040.0000,08041020,1284400.00,APMC_INV,74
INV,CF53/2627/00051,3-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),Medjoul Dates Large,1040.0000,08041020,972400.00,APMC_INV,74
INV,CF53/2627/00052,3-Apr-26,CFPL,F-53,D. Harumal Gangaram and Sons LLP,Cashew Tukda,250.0000,08013210,147500.00,APMC_INV,76
INV,CF53/2627/00053,4-Apr-26,CFPL,F-53,AGROSTARC PRIVATE LIMITED,Cashew Tukda,2500.0000,08013210,1600000.00,APMC_INV,78
INV,CF53/2627/00054,4-Apr-26,CFPL,F-53,AGROSTARC PRIVATE LIMITED,Water Melon Seed,1300.0000,12129990,780000.00,APMC_INV,80
INV,CF53/2627/00055,4-Apr-26,CFPL,F-53,MARVELOUS VICKYFOODS PRIVATE LIMITED,Cashew Split,90.0000,08013210,71100.00,APMC_INV,82
INV,CF53/2627/00056,4-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,280.0000,08041020,277200.00,APMC_INV,84
INV,CF53/2627/00057,13-Apr-26,CFPL,F-53,MATAJI STORES,AL BARAKAH FARD DATES PREMIUM - 500g,10.0000,08041020,2600.00,APMC_INV,86
INV,CF53/2627/00058,8-Apr-26,CFPL,F-53,Shree Ganesh Dryfruit,Macadamia Vanilla,10.0000,20081920,9500.00,APMC_INV,87
INV,CF53/2627/00059,6-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,200.0000,08041020,198000.00,APMC_INV,88
INV,CF53/2627/00060,13-Apr-26,CFPL,F-53,Ghanshyam Privision Stores,Macadamia Vanilla,10.0000,20081920,9500.00,APMC_INV,90
INV,CF53/2627/00062,6-Apr-26,CFPL,F-53,VIRENDRA ENTERPRISES,King Solomon Medjoul Dates 500 Gms,160.0000,08041020,160720.00,APMC_INV,92
INV,CF53/2627/00063,7-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,240.0000,08041020,237600.00,APMC_INV,94
INV,CF53/2627/00064,13-Apr-26,CFPL,F-53,HEM FOOD,AL BARAKAH DATE SYRUP(1.15KG X 12),13.8000,20079990,3763.20,APMC_INV,96
INV,CF53/2627/00065,13-Apr-26,CFPL,F-53,DAGA BROTHERS,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,3120.00,APMC_INV,97
INV,CF53/2627/00066,13-Apr-26,CFPL,F-53,NATIONAL DRYFRUITS,Cashew 400,10.0000,08013220,8100.00,APMC_INV,98
INV,CF53/2627/00067,7-Apr-26,CFPL,F-53,VIRENDRA ENTERPRISES,King Solomon Medjoul Dates 500 Gms,160.0000,08041020,160720.00,APMC_INV,99
INV,CF53/2627/00068,13-Apr-26,CFPL,F-53,DIVYA DRY FRUITS & TEA,Carnival Pitted Prunes 250g,6.0000,08132000,4200.00,APMC_INV,101
INV,CF53/2627/00069,13-Apr-26,CFPL,F-53,Innovative Traders,Cashew Split,9.0000,08013210,7110.00,APMC_INV,102
INV,CF53/2627/00070,8-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,480.0000,08041020,475200.00,APMC_INV,103
INV,CF53/2627/00071,13-Apr-26,CFPL,F-53,QUALITY FOODS,Macadamia Roasted -,11.3400,20081920,26932.50,APMC_INV,106
INV,CF53/2627/00072,13-Apr-26,CFPL,F-53,Royal Sales,Dried Cranberry,56.7000,20089300,26649.00,APMC_INV,107
INV,CF53/2627/00072,13-Apr-26,CFPL,F-53,Royal Sales,Dried Cranberry,56.7000,20089300,23757.30,APMC_INV,107
INV,CF53/2627/00072,13-Apr-26,CFPL,F-53,Royal Sales,Dried Blueberry,22.7000,20089919,28375.00,APMC_INV,107
INV,CF53/2627/00073,13-Apr-26,CFPL,F-53,PATEL RETAIL LIMITED,AL BARAKAH FARD DATES PREMIUM - 500g,30.0000,08041020,7722.00,APMC_INV,108
INV,CF53/2627/00074,10-Apr-26,CFPL,F-53,NILESH SUPER MARKET PVT.LTD.,Aldaka Medjool,150.0000,08041020,183750.00,APMC_INV,109
INV,CF53/2627/00076,8-Apr-26,CFPL,F-53,PATEL RETAIL LIMITED,California Pista Inshell,113.4000,08025100,117612.11,APMC_INV,112
INV,CF53/2627/00077,13-Apr-26,CFPL,F-53,NATIONAL DRYFRUITS,Dried Blueberry,4.5400,20089919,6129.00,APMC_INV,114
INV,CF53/2627/00078,9-Apr-26,CFPL,F-53,Greenz Projects Private Limited,Macadamia Vanilla,10.0000,20081920,9310.00,APMC_INV,115
INV,CF53/2627/00079,9-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,240.0000,08041020,237600.00,APMC_INV,116
INV,CF53/2627/00080,9-Apr-26,CFPL,F-53,VIRENDRA ENTERPRISES,King Solomon Medjoul Dates 500 Gms,240.0000,08041020,241080.00,APMC_INV,118
INV,CF53/2627/00081,13-Apr-26,CFPL,F-53,NATIONAL DRYFRUITS,Cashew 400,50.0000,08013220,40000.00,APMC_INV,120
INV,CF53/2627/00082,13-Apr-26,CFPL,F-53,SHAH CASHEW MART,American Almonds,160.6000,08021200,43362.00,APMC_INV,121
INV,CF53/2627/00083,9-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),Ameri Dates,990.0000,08041020,495000.00,APMC_INV,122
INV,CF53/2627/00084,13-Apr-26,CFPL,F-53,JAINI FOODS,Carnival Pitted Prunes 250g,6.0000,08132000,4200.00,APMC_INV,124
INV,CF53/2627/00085,10-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,160.0000,08041020,158400.00,APMC_INV,125
INV,CF53/2627/00086,13-Apr-26,CFPL,F-53,Kamdhenu Super Shoppy,Brazil Nuts,3.0000,08012200,8850.00,APMC_INV,127
INV,CF53/2627/00087,13-Apr-26,CFPL,F-53,ANN RATNAM,Makhana,6.0000,08013100,6090.00,APMC_INV,128
INV,CF53/2627/00087,13-Apr-26,CFPL,F-53,ANN RATNAM,Chat Almonds,5.0000,20081930,4875.00,APMC_INV,128
INV,CF53/2627/00087,13-Apr-26,CFPL,F-53,ANN RATNAM,Almond Sliced,5.0000,08021200,4750.00,APMC_INV,128
INV,CF53/2627/00088,10-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),California Pista Inshell,113.4000,08025100,118800.11,APMC_INV,129
INV,CF53/2627/00089,10-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),California Pista Inshell,56.7000,08025100,59400.05,APMC_INV,131
INV,CF53/2627/00090,13-Apr-26,CFPL,F-53,Ramla Stores,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,1620.00,APMC_INV,133
INV,CF53/2627/00091,13-Apr-26,CFPL,F-53,HORA MASALA CORNER,King Solomon Medjoul Dates 500 Gms,200.0000,08041020,211680.00,APMC_INV,134
INV,CF53/2627/00091,13-Apr-26,CFPL,F-53,HORA MASALA CORNER,King Solomon Medjoul Jumbo Dates 500gm,200.0000,08041020,261660.00,APMC_INV,135
INV,CF53/2627/00092,11-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,360.0000,08041020,356400.00,APMC_INV,137
INV,CF53/2627/00093,17-Apr-26,CFPL,F-53,NATIONAL DRYFRUITS,Pumpkin Seed ( 5% ),12.5000,12129990,5125.00,APMC_INV,139
INV,CF53/2627/00094,13-Apr-26,CFPL,F-53,SHRI GANESH DRYFRUITS (NIGRI),California Pista Inshell,623.7000,08025100,654885.00,APMC_INV,140
INV,CF53/2627/00095,13-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,160.0000,08041020,158400.00,APMC_INV,142
INV,CF53/2627/00096,13-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),California Pista Inshell,283.5000,08025100,297108.00,APMC_INV,144
INV,CF53/2627/00097,29-Apr-26,CFPL,F-53,Hari Dates and Dry Fruits,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,3240.00,APMC_INV,146
INV,CF53/2627/00097,29-Apr-26,CFPL,F-53,Hari Dates and Dry Fruits,AL BARAKAH DATE SYRUP(1.15KG X 12),0.0000,20079990,7200.00,APMC_INV,146
INV,CF53/2627/00098,17-Apr-26,CFPL,F-53,AJWA HOUSE OF DRYFRUITS,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,3240.00,APMC_INV,148
INV,CF53/2627/00099,17-Apr-26,CFPL,F-53,AJWA HOUSE OF DRYFRUITS,Pecans Nuts Inshell,10.0000,20081999,10000.00,APMC_INV,149
INV,CF53/2627/00100,17-Apr-26,CFPL,F-53,PRASHANT CORNER PRIVATE LIMITED,AL Barakah Date,12.5000,20079990,4250.00,APMC_INV,150
INV,CF53/2627/00101,15-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,320.0000,08041020,316800.00,APMC_INV,151
INV,CF53/2627/00102,17-Apr-26,CFPL,F-53,UNICORP ENTERPRISE F-28,Carnival Pitted Prunes 250g,6.0000,08132000,4200.00,APMC_INV,153
INV,CF53/2627/00103,14-Apr-26,CFPL,F-53,PRASHANT CORNER PRIVATE LIMITED,Slivered Almonds,113.4000,08021200,104328.00,APMC_INV,154
INV,CF53/2627/00104,14-Apr-26,CFPL,F-53,PRASHANT CORNER PRIVATE LIMITED,Wet Dates Seedless,10.0000,08041020,2300.00,APMC_INV,156
INV,CF53/2627/00105,17-Apr-26,CFPL,F-53,Dev International,AL BARAKAH PREMIUM SEEDLESS DATES 500G,200.0000,08041020,27636.00,APMC_INV,158
INV,CF53/2627/00106,15-Apr-26,CFPL,F-53,Ramraj Sales,King Solomon Medjoul Dates 500 Gms,160.0000,08041020,170755.20,APMC_INV,159
INV,CF53/2627/00107,15-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,400.0000,08041020,396000.00,APMC_INV,161
INV,CF53/2627/00108,17-Apr-26,CFPL,F-53,CHIRANGILAL CHANDMAL CHHABDA,AL BARAKAH PREMIUM SEEDLESS DATES 500G,40.0000,08041020,5973.60,APMC_INV,163
INV,CF53/2627/00109,17-Apr-26,CFPL,F-53,KEDARISETTY LOVARAJU SONS,AL BARAKAH DATE SYRUP(1.15KG X 12),13.8000,20079990,3600.00,APMC_INV,164
INV,CF53/2627/00109,17-Apr-26,CFPL,F-53,KEDARISETTY LOVARAJU SONS,"AL BARAKAH DATES SYRUP (400G Packing) 5,280.00",0.0000,20079990,1680.00,APMC_INV,165
INV,CF53/2627/00110,17-Apr-26,CFPL,F-53,Indian Dryfruits Traders,California Pista,56.7000,08025100,59939.84,APMC_INV,166
INV,CF53/2627/00111,16-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,160.0000,08041020,158400.00,APMC_INV,167
INV,CF53/2627/00112,25-Apr-26,CFPL,F-53,Balaji Impex,California Pista,22.6800,08025100,23975.94,APMC_INV,169
INV,CF53/2627/00113,25-Apr-26,CFPL,F-53,Maharashtra Essence and Dryfruits,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,4939.20,APMC_INV,170
INV,CF53/2627/00114,25-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),Pumpkin Seed ( 5% ),5.0000,12129990,2050.00,APMC_INV,171
INV,CF53/2627/00114,25-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),Sunflower Seeds,5.0000,12060010,825.00,APMC_INV,171
INV,CF53/2627/00115,16-Apr-26,CFPL,F-53,Indian Dryfruits Traders,California Pista Inshell,113.4000,08025100,119879.68,APMC_INV,172
INV,CF53/2627/00116,17-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,120.0000,08041020,118800.00,APMC_INV,174
