doc_type,doc_no,date,entity,unit,buyer,product,qty_kg,hsn,amount,source_pdf,page
INV,CF53/2627/00117,17-Apr-26,CFPL,F-53,VIRENDRA ENTERPRISES,King Solomon Medjoul Dates 500 Gms,240.0000,08041020,241080.00,APMC_INV,176
INV,CF53/2627/00118,17-Apr-26,CFPL,F-53,RAJASTHAN TRADING CORPORATION,Hazelnut Blanched,100.0000,08022200,202500.00,APMC_INV,178
INV,CF53/2627/00119,25-Apr-26,CFPL,F-53,PATEL RETAIL LIMITED,AL BARAKAH FARD DATES PREMIUM - 500g,20.0000,08041020,5148.00,APMC_INV,180
INV,CF53/2627/00119,25-Apr-26,CFPL,F-53,PATEL RETAIL LIMITED,AL BARAKAH PREMIUM SEEDLESS DATES 500G,24.0000,08041020,3326.40,APMC_INV,181
INV,CF53/2627/00120,25-Apr-26,CFPL,F-53,VIRCHAND KHIMJI AND CO.,Pumpkin Seed ( 5% ),200.0000,12129990,77000.00,APMC_INV,182
INV,CF53/2627/00121,17-Apr-26,CFPL,F-53,Delicious Cashew Company,DCC Almonds,980.0000,08021200,794780.00,APMC_INV,183
INV,CF53/2627/00121,17-Apr-26,CFPL,F-53,Delicious Cashew Company,Afghan Black Raisins,210.0000,08062010,94500.00,APMC_INV,183
INV,CF53/2627/00121,17-Apr-26,CFPL,F-53,Delicious Cashew Company,Wet Dates Safavi,300.0000,08041020,174000.00,APMC_INV,183
INV,CF53/2627/00122,25-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),Pumpkin Seed ( 5% ),5.0000,12129990,2050.00,APMC_INV,185
INV,CF53/2627/00123,18-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,320.0000,08041020,316800.00,APMC_INV,186
INV,CF53/2627/00124,18-Apr-26,CFPL,F-53,BREEZE AGENCIES,California Pista Inshell,113.4000,08025100,124173.00,APMC_INV,188
INV,CF53/2627/00125,25-Apr-26,CFPL,F-53,PRASHANT CORNER PRIVATE LIMITED,Wet Dates Seedless,70.0000,08041020,16100.00,APMC_INV,190
INV,CF53/2627/00126,25-Apr-26,CFPL,F-53,MAA NAGANARAY DRY FRUIT,Macadamia Vanilla,10.0000,20081920,9500.00,APMC_INV,191
INV,CF53/2627/00127,25-Apr-26,CFPL,F-53,K K AMRUTAM,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,4860.00,APMC_INV,192
INV,CF53/2627/00128,20-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,280.0000,08041020,277200.00,APMC_INV,193
INV,CF53/2627/00129,25-Apr-26,CFPL,F-53,Shreeji Enterprises,Pumpkin Seeds,15.0000,20081930,6750.00,APMC_INV,195
INV,CF53/2627/00130,25-Apr-26,CFPL,F-53,Innoakt Private Limited (New ),AL Barakah Date,12.5000,20079990,4375.00,APMC_INV,196
INV,CF53/2627/00131,25-Apr-26,CFPL,F-53,M/s SUKANI ENTERPRISES LLP,AL BARAKAH DEHYDRATED DATE POWDER 250G,3.0000,11063090,1800.00,APMC_INV,197
INV,CF53/2627/00132,25-Apr-26,CFPL,F-53,Ghanshyam Privision Stores,Macadamia Vanilla,10.0000,20081920,9500.00,APMC_INV,198
INV,CF53/2627/00133,25-Apr-26,CFPL,F-53,ARMACAR HOLDINGS PRIVATE LIMITED,California Pista,22.6800,08025100,25288.20,APMC_INV,199
INV,CF53/2627/00134,25-Apr-26,CFPL,F-53,NATIONAL DRYFRUITS,Dried Cranberry,4.5400,20089300,4540.00,APMC_INV,200
INV,CF53/2627/00135,25-Apr-26,CFPL,F-53,REXNORD ELECTRONICS AND CONTROLS LTD,Mamra Almonds 2A,6.0000,08021200,20700.00,APMC_INV,201
INV,CF53/2627/00135,25-Apr-26,CFPL,F-53,REXNORD ELECTRONICS AND CONTROLS LTD,Indian Green Raisins,5.0000,08062010,1950.00,APMC_INV,201
INV,CF53/2627/00135,25-Apr-26,CFPL,F-53,REXNORD ELECTRONICS AND CONTROLS LTD,Sesame Seeds (White,10.0000,12074010,2800.00,APMC_INV,201
INV,CF53/2627/00135,25-Apr-26,CFPL,F-53,REXNORD ELECTRONICS AND CONTROLS LTD,Dried Coconut - Copra,20.0000,12030000,11000.00,APMC_INV,201
INV,CF53/2627/00135,25-Apr-26,CFPL,F-53,REXNORD ELECTRONICS AND CONTROLS LTD,Jav,20.0000,10030090,1500.00,APMC_INV,202
INV,CF53/2627/00136,21-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,88.0000,08041020,87120.00,APMC_INV,203
INV,CF53/2627/00137,22-Apr-26,CFPL,F-53,ACHAL FARMPRODUCTS PRIVATE LIMITED,Carnival Black Currant,6.0000,08062010,4200.00,APMC_INV,205
INV,CF53/2627/00137,22-Apr-26,CFPL,F-53,ACHAL FARMPRODUCTS PRIVATE LIMITED,"Carnival Premium Brazil Nuts, 250 Gms",6.0000,08012200,19800.00,APMC_INV,205
INV,CF53/2627/00137,22-Apr-26,CFPL,F-53,ACHAL FARMPRODUCTS PRIVATE LIMITED,Carnival Dried Blueberry 250g - Tub,30.0000,20089919,51060.00,APMC_INV,205
INV,CF53/2627/00137,22-Apr-26,CFPL,F-53,ACHAL FARMPRODUCTS PRIVATE LIMITED,Carnival California Pitted Prunes 300 Gms,27.0000,08132000,15183.00,APMC_INV,206
INV,CF53/2627/00138,22-Apr-26,CFPL,F-53,VIRENDRA ENTERPRISES,King Solomon Medjoul Dates 500 Gms,200.0000,08041020,200900.00,APMC_INV,208
INV,CF53/2627/00139,22-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,400.0000,08041020,396000.00,APMC_INV,210
INV,CF53/2627/00140,22-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,360.0000,08041020,356400.00,APMC_INV,212
INV,CF53/2627/00141,25-Apr-26,CFPL,F-53,SWAGAT ENTERPRISES,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,3240.00,APMC_INV,214
INV,CF53/2627/00142,25-Apr-26,CFPL,F-53,SWAGAT ENTERPRISES,Al Barakah Premium Emirate Date Seedless 500gm,16.0000,08041020,3040.00,APMC_INV,215
INV,CF53/2627/00143,25-Apr-26,CFPL,F-53,SWAGAT ENTERPRISES,AL BARAKAH FARD DATES PREMIUM - 500g,200.0000,08041020,51000.00,APMC_INV,216
INV,CF53/2627/00144,25-Apr-26,CFPL,F-53,NSC FOOD PRODUCT LLP,AL BARAKAH FARD,250.0000,08041020,61250.00,APMC_INV,217
INV,CF53/2627/00145,25-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),Al Barakah Premium Emirate Date Seedless 500gm,8.0000,08041020,1520.00,APMC_INV,218
INV,CF53/2627/00146,25-Apr-26,CFPL,F-53,SWASTIK TRADERS,Cashew 210,40.0000,08013220,39200.00,APMC_INV,219
INV,CF53/2627/00147,25-Apr-26,CFPL,F-53,Kaarya Naturals Private Limited,Cashew 320,100.0000,08013220,73000.00,APMC_INV,220
INV,CF53/2627/00148,23-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,200.0000,08041020,198000.00,APMC_INV,221
INV,CF53/2627/00149,23-Apr-26,CFPL,F-53,VIRENDRA ENTERPRISES,King Solomon Medjoul Dates 500 Gms,200.0000,08041020,200900.00,APMC_INV,223
INV,CF53/2627/00150,28-Apr-26,CFPL,F-53,Innovative Traders,Cashew Split,9.0000,08013210,7110.00,APMC_INV,225
INV,CF53/2627/00151,24-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,320.0000,08041020,316800.00,APMC_INV,226
INV,CF53/2627/00152,28-Apr-26,CFPL,F-53,MAA NAGANARAY DRY FRUIT,Macadamia Vanilla,10.0000,20081920,9500.00,APMC_INV,228
INV,CF53/2627/00153,24-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),Deri Dates,970.0000,08041020,295850.00,APMC_INV,229
INV,CF53/2627/00159,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,1603.80,APMC_INV,231
INV,CF53/2627/00159,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,30.0000,12060010,4336.20,APMC_INV,231
INV,CF53/2627/00159,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,25.0000,12079990,5197.50,APMC_INV,232
INV,CF53/2627/00154,28-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,360.0000,08041020,356400.00,APMC_INV,233
INV,CF53/2627/00155,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL Barakah Premium Emirates Dates 500g,8.0000,08041020,1346.40,APMC_INV,234
INV,CF53/2627/00155,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,10.0000,08041020,2475.00,APMC_INV,234
INV,CF53/2627/00155,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,10.0000,08041020,1386.00,APMC_INV,235
INV,CF53/2627/00156,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL Barakah Premium Emirates Dates 500g,8.0000,08041020,1346.40,APMC_INV,236
INV,CF53/2627/00156,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH FARD DATES PREMIUM - 500g,10.0000,08041020,2574.00,APMC_INV,236
INV,CF53/2627/00156,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,10.0000,08041020,2475.00,APMC_INV,236
INV,CF53/2627/00156,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,10.0000,08041020,1386.00,APMC_INV,236
INV,CF53/2627/00156,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH SAFAVI DATES 500gm,10.0000,08041020,3564.00,APMC_INV,236
INV,CF53/2627/00156,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,8.0000,08041020,1504.80,APMC_INV,237
INV,CF53/2627/00157,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,1603.80,APMC_INV,238
INV,CF53/2627/00157,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,12.5000,12060010,1806.75,APMC_INV,238
INV,CF53/2627/00157,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,12.5000,12079990,2598.75,APMC_INV,239
INV,CF53/2627/00158,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL Barakah Premium Emirates Dates 500g,16.0000,08041020,2692.80,APMC_INV,240
INV,CF53/2627/00158,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH FARD DATES PREMIUM - 500g,10.0000,08041020,2574.00,APMC_INV,240
INV,CF53/2627/00158,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,20.0000,08041020,4950.00,APMC_INV,240
INV,CF53/2627/00158,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,20.0000,08041020,2772.00,APMC_INV,240
INV,CF53/2627/00158,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH PREMIUM SEEDLESS DATES 500G,8.0000,08041020,1108.80,APMC_INV,241
INV,CF53/2627/00160,25-Apr-26,CFPL,F-53,VIRENDRA ENTERPRISES,King Solomon Medjoul Dates 500 Gms,240.0000,08041020,241080.00,APMC_INV,242
INV,CF53/2627/00161,28-Apr-26,CFPL,F-53,Sagar Traders (SALE),Pumpkin Seed ( 5% ),200.0000,12129990,78000.00,APMC_INV,244
INV,CF53/2627/00162,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL Barakah Premium Emirates Dates 500g,24.0000,08041020,4039.20,APMC_INV,245
INV,CF53/2627/00162,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH FARD DATES PREMIUM - 500g,50.0000,08041020,12870.00,APMC_INV,245
INV,CF53/2627/00162,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH PREMIUM SEEDLESS DATES 500G,40.0000,08041020,5544.00,APMC_INV,245
INV,CF53/2627/00162,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Kimia Dates 500 Gm,60.0000,08041020,19602.00,APMC_INV,245
INV,CF53/2627/00162,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,8.0000,08041020,1504.80,APMC_INV,245
INV,CF53/2627/00162,28-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH SAFAVI DATES 500gm,10.0000,08041020,3564.00,APMC_INV,246
INV,CF53/2627/00163,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,100.0000,12079990,20790.00,APMC_INV,247
INV,CF53/2627/00164,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH FARD DATES PREMIUM - 500g,10.0000,08041020,2574.00,APMC_INV,248
INV,CF53/2627/00164,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,10.0000,08041020,2475.00,APMC_INV,248
INV,CF53/2627/00164,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,20.0000,08041020,2772.00,APMC_INV,248
INV,CF53/2627/00164,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Kimia Dates 500 Gm,30.0000,08041020,9801.00,APMC_INV,248
INV,CF53/2627/00164,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,8.0000,08041020,1504.80,APMC_INV,249
INV,CF53/2627/00165,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,25.0000,12060010,3613.50,APMC_INV,250
INV,CF53/2627/00165,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,25.0000,12079990,5250.00,APMC_INV,250
INV,CF53/2627/00166,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH FARD DATES PREMIUM - 500g,10.0000,08041020,2574.00,APMC_INV,251
INV,CF53/2627/00166,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,10.0000,08041020,2475.00,APMC_INV,251
INV,CF53/2627/00166,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,10.0000,08041020,1386.00,APMC_INV,251
INV,CF53/2627/00166,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Kimia Dates 500 Gm,30.0000,08041020,9801.00,APMC_INV,252
INV,CF53/2627/00167,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,12.5000,12060010,1806.75,APMC_INV,253
INV,CF53/2627/00167,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,10.0000,12079990,2079.00,APMC_INV,253
INV,CF53/2627/00168,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,10.0000,08041020,2475.00,APMC_INV,254
INV,CF53/2627/00168,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,10.0000,08041020,1386.00,APMC_INV,255
INV,CF53/2627/00169,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,12.5000,12060010,1806.75,APMC_INV,256
INV,CF53/2627/00170,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,20.0000,08041020,4950.00,APMC_INV,257
INV,CF53/2627/00170,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,20.0000,08041020,2772.00,APMC_INV,257
INV,CF53/2627/00170,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Kimia Dates 500 Gm,12.0000,08041020,3920.40,APMC_INV,258
INV,CF53/2627/00171,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,1603.80,APMC_INV,259
INV,CF53/2627/00171,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,30.0000,12079990,6237.00,APMC_INV,259
INV,CF53/2627/00172,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL Barakah Premium Emirates Dates 500g,8.0000,08041020,1346.40,APMC_INV,260
INV,CF53/2627/00172,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,10.0000,08041020,2475.00,APMC_INV,260
INV,CF53/2627/00172,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,10.0000,08041020,1386.00,APMC_INV,260
INV,CF53/2627/00172,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH SAFAVI DATES 500gm,10.0000,08041020,3564.00,APMC_INV,260
INV,CF53/2627/00172,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,8.0000,08041020,1504.80,APMC_INV,261
INV,CF53/2627/00173,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,12.5000,12060010,1806.75,APMC_INV,262
INV,CF53/2627/00173,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,25.0000,12079990,5197.50,APMC_INV,262
INV,CF53/2627/00174,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL Barakah Premium Emirates Dates 500g,8.0000,08041020,1346.40,APMC_INV,263
INV,CF53/2627/00174,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH FARD DATES PREMIUM - 500g,20.0000,08041020,5148.00,APMC_INV,263
INV,CF53/2627/00174,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,20.0000,08041020,4950.00,APMC_INV,263
INV,CF53/2627/00174,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,10.0000,08041020,1386.00,APMC_INV,263
INV,CF53/2627/00174,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH PREMIUM SEEDLESS DATES 500G,8.0000,08041020,1108.80,APMC_INV,263
INV,CF53/2627/00174,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH SAFAVI DATES 500gm,10.0000,08041020,3564.00,APMC_INV,263
INV,CF53/2627/00174,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,8.0000,08041020,1504.80,APMC_INV,264
INV,CF53/2627/00175,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,1603.80,APMC_INV,265
INV,CF53/2627/00175,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,25.0000,12060010,3613.50,APMC_INV,265
INV,CF53/2627/00175,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,25.0000,12079990,5197.50,APMC_INV,266
INV,CF53/2627/00176,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Kimia Dates 500 Gm,6.0000,08041020,1960.20,APMC_INV,267
INV,CF53/2627/00177,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,1603.80,APMC_INV,268
INV,CF53/2627/00177,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,25.0000,12060010,3613.50,APMC_INV,268
INV,CF53/2627/00178,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL Barakah Premium Emirates Dates 500g,16.0000,08041020,2692.80,APMC_INV,269
INV,CF53/2627/00178,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH FARD DATES PREMIUM - 500g,10.0000,08041020,2574.00,APMC_INV,269
INV,CF53/2627/00178,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,20.0000,08041020,4950.00,APMC_INV,269
INV,CF53/2627/00178,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,20.0000,08041020,2772.00,APMC_INV,269
INV,CF53/2627/00178,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH PREMIUM SEEDLESS DATES 500G,16.0000,08041020,2217.60,APMC_INV,269
INV,CF53/2627/00178,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH SAFAVI DATES 500gm,20.0000,08041020,7128.00,APMC_INV,269
INV,CF53/2627/00178,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,8.0000,08041020,1504.80,APMC_INV,270
INV,CF53/2627/00179,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,25.0000,12060010,3613.50,APMC_INV,271
INV,CF53/2627/00179,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Black Chia Seeds,10.0000,12079990,2079.00,APMC_INV,271
INV,CF53/2627/00180,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH PREMIUM SEEDLESS DATES 500G,8.0000,08041020,1108.80,APMC_INV,272
INV,CF53/2627/00180,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Kimia Dates 500 Gm,18.0000,08041020,5880.60,APMC_INV,273
INV,CF53/2627/00181,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,12.5000,12060010,1806.75,APMC_INV,274
INV,CF53/2627/00182,29-Apr-26,CFPL,F-53,Ahlan Luxury Gourmet LLP,Cashew 210,10.0000,08013220,11000.00,APMC_INV,275
INV,CF53/2627/00183,29-Apr-26,CFPL,F-53,PI CAFES AND RESTAURANTS PRIVATE LIMITED,AL BARAKAH DATE SYRUP(1.15KG X 12),27.6000,20079990,7291.20,APMC_INV,276
INV,CF53/2627/00184,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL Barakah Premium Emirates Dates 500g,16.0000,08041020,2692.80,APMC_INV,277
INV,CF53/2627/00184,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH FARD DATES PREMIUM - 500g,20.0000,08041020,5148.00,APMC_INV,277
INV,CF53/2627/00184,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Khanezi Dates 500gm,20.0000,08041020,4950.00,APMC_INV,277
INV,CF53/2627/00184,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH KHALAS DATES 500 Gm,20.0000,08041020,2772.00,APMC_INV,277
INV,CF53/2627/00184,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH PREMIUM SEEDLESS DATES 500G,16.0000,08041020,2217.60,APMC_INV,277
INV,CF53/2627/00184,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH SAFAVI DATES 500gm,10.0000,08041020,3564.00,APMC_INV,277
INV,CF53/2627/00184,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Premium Emirate Date Seedless 500gm,8.0000,08041020,1504.80,APMC_INV,278
INV,CF53/2627/00185,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,AL BARAKAH DATES SYRUP (400G Packing),0.0000,20079990,1603.80,APMC_INV,279
INV,CF53/2627/00185,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,25.0000,12060010,3613.50,APMC_INV,279
INV,CF53/2627/00186,29-Apr-26,CFPL,F-53,NATIONAL DRYFRUITS,Pumpkin Seed ( 5% ),25.0000,12129990,10250.00,APMC_INV,280
INV,CF53/2627/00187,28-Apr-26,CFPL,F-53,Jagdish Trading Co (APMC),King Solomon Medjoul Dates 500 Gms,400.0000,08041020,396000.00,APMC_INV,281
INV,CF53/2627/00188,29-Apr-26,CFPL,F-53,ROYAL DRY FRUITS,MEDJOUL DATES,50.0000,08041020,63000.00,APMC_INV,283
INV,CF53/2627/00188,29-Apr-26,CFPL,F-53,ROYAL DRY FRUITS,Medjoul Dates Super,25.0000,08041020,34000.00,APMC_INV,283
INV,CF53/2627/00189,28-Apr-26,CFPL,F-53,VIRENDRA ENTERPRISES,King Solomon Medjoul Dates 500 Gms,280.0000,08041020,281260.00,APMC_INV,285
INV,CF53/2627/00190,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Al Barakah Kimia Dates 500 Gm,30.0000,08041020,9801.00,APMC_INV,287
INV,CF53/2627/00191,29-Apr-26,CFPL,F-53,GOA BAGAYATDAR S. K. V. S. MARYADIT,Sunflower Seeds,12.5000,12060010,1806.75,APMC_INV,288
