entity,fg,fg_salegroup,case,sfg
cfpl,Energy Bar - Fig & Dates 30gm,VA,SFG_reuse_intermediate,Energy Bar- Fig & Dates (Semi Finished)
cfpl,Energy Bar - Hazelnut Magic 30gm,VA,SFG_reuse_intermediate,Energy Bar- Hazelnut Magic (Semi Finished)
cfpl,Energy Bar - Oats & Apricot 30gm,VA,SFG_reuse_intermediate,Energy Bar- Oats & Apricot (Semi Finished)
cfpl,Energy Bar with Jaggery 30gm,VA,SFG_blend,Energy Bar with Jaggery Bulk
cfpl,Energy Bar- Fig & Dates (Semi Finished),VA,SFG_already_bulk,Energy Bar- Fig & Dates (Semi Finished)
cfpl,Energy Bar- Hazelnut Magic (Semi Finished),VA,SFG_already_bulk,Energy Bar- Hazelnut Magic (Semi Finished)
cfpl,Energy Bar- Oats & Apricot (Semi Finished),VA,SFG_already_bulk,Energy Bar- Oats & Apricot (Semi Finished)
cfpl,Energy Bars Oats and Dates (Pack of 6) 210gm,VA,SFG_reuse_intermediate,Energy Bar- Oats & Apricot (Semi Finished)
cfpl,Energy Bars Oats and Dates (Semi Finished),VA,SFG_already_bulk,Energy Bars Oats and Dates (Semi Finished)
cfpl,Extra Cheese Seasoning (UNC) 1Kg,RPC,SFG_blend,Extra Cheese Seasoning (UNC) Bulk
cfpl,Extra Cheese Seasoning Extreme,RPC,SFG_blend,Extra Cheese Seasoning Extreme Bulk
cfpl,Extra Cheese Seasoning-UNC( Malaysian) 15kg,RPC,SFG_blend,Extra Cheese Seasoning-UNC( Malaysian) Bulk
cfpl,Extra Cheese Seasoning-UNC( Malaysian) 1kg,RPC,SFG_blend,Extra Cheese Seasoning-UNC( Malaysian) Bulk
cfpl,Extreme Cheese Seasoning( Malaysian) 1kg,RPC,SFG_blend,Extreme Cheese Seasoning( Malaysian) Bulk
cfpl,Ez Almond California Bold Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Almond California Regular Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Almond Mammra Regular Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Almond Mamra Regular Loose (1459019),Bulk,NO_SFG_plain_repack,
cfpl,Ez Almond Rstd Salted Loose,Bulk,SFG_reuse_intermediate,Roasted & Salted Almonds Bulk
cfpl,Ez Anjeer Small Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Black Raisin Loose (1459026),Bulk,NO_SFG_plain_repack,
cfpl,Ez Black Raisin Seedless Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Blue Berry Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Cashew 210 Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Cashew 240 Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Cashew 320 Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Cashew 4pc Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Cashew Roasted Salted Loose,Bulk,SFG_mint_va,Roasted Cashew 320 Bulk
cfpl,Ez Chilean Walnut Giri Regular Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Chilean Walnut Giri Small Loose (1459038),Bulk,NO_SFG_plain_repack,
cfpl,Ez Cranberry Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Dried Apricot Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Green Pista Loose (1459047),Bulk,NO_SFG_plain_repack,
cfpl,Ez Honey Amla Loose (1459048),Bulk,SFG_mint_va,Sweet Amala Candy 5% Bulk (Honey)
cfpl,Ez Khurmani Wet Apricot Loose (1459052),Bulk,NO_SFG_plain_repack,
cfpl,Ez Kishmish Afghani Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Mix Dry Fruit Regular Loose (1459062),VA,SFG_mint_va,Mamra Almonds 2A Bulk
cfpl,Ez Munakka Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Pista Roasted Salted Akbari Loose,Bulk,SFG_mint_va,Roasted Pista Akbari Roasted and Salted Bulk
cfpl,Ez Pista Roasted Salted Irani Loose,Bulk,SFG_mint_va,Roasted Pista Irani 101 Inshell Bulk
cfpl,Ez Walnut Broken Loose,Bulk,NO_SFG_plain_repack,
cfpl,Ez Walnut Whole Loose,Bulk,NO_SFG_plain_repack,
cfpl,FABSTA ALMOND 100G,RPC,NO_SFG_plain_repack,
cfpl,FABSTA ALMOND 200G,RPC,NO_SFG_plain_repack,
cfpl,FABSTA ALMOND 500G,RPC,NO_SFG_plain_repack,
cfpl,FABSTA ALMOND REGULAR 100G,RPC,NO_SFG_plain_repack,
cfpl,FABSTA ALMOND REGULAR 200G,RPC,NO_SFG_plain_repack,
cfpl,FABSTA ALMOND REGULAR 500G,RPC,NO_SFG_plain_repack,
cfpl,FABSTA Apricots Dry 100gm,RPC,NO_SFG_plain_repack,
cfpl,FABSTA BLACK RAISINS 100G (1455547),RPC,NO_SFG_plain_repack,
cfpl,FABSTA BLACK RAISINS 200G,RPC,NO_SFG_plain_repack,
cfpl,FABSTA BLACK RAISINS 500G,RPC,NO_SFG_plain_repack,
cfpl,FABSTA CASHEW RS W320 100G,RPC,SFG_reuse_intermediate,Roasted & Salted Cashew Bulk
cfpl,FABSTA CASHEW RS W320 200G,RPC,SFG_reuse_intermediate,Roasted & Salted Cashew Bulk
cfpl,FABSTA CASHEWNUT 240 COUNT 200g,RPC,NO_SFG_plain_repack,
cfpl,FABSTA CASHEWNUT BROKEN 200G,RPC,NO_SFG_plain_repack,
cfpl,FABSTA INDIAN RAISINS 200G,RPC,NO_SFG_plain_repack,
cfpl,FABSTA INDIAN RAISINS 500G,RPC,NO_SFG_plain_repack,
cfpl,FABSTA PISTA CALIFORNIA 200G,RPC,NO_SFG_plain_repack,
cfpl,FABSTA Raisins Indian 100 Gm,RPC,NO_SFG_plain_repack,
cfpl,FABSTA WALNUT SPLIT 250G,RPC,NO_SFG_plain_repack,
cfpl,FABSTA Walnut Split 100gm,RPC,NO_SFG_plain_repack,
cfpl,FESTIVE GREETING 560gm,VA,NO_SFG_assembly,
cfpl,FIESTA DryFruit Box 800gm,VA,NO_SFG_assembly,
cfpl,FNP Almonds 26-29 - Salted & Roasted 50 gm,VA,SFG_blend,FNP Almonds 26-29 - Salted & Roasted Bulk
cfpl,FNP Choco Almonds 50gm,VA,SFG_blend,FNP Choco Almonds Bulk
cfpl,FNP Choco Berry Bites 50gm,VA,SFG_blend,FNP Choco Berry Bites Bulk
cfpl,FNP Fiery Almonds Sizzlin Peri Peri 50gm,VA,SFG_mint_va,American Almonds Running 25-27 count Bulk (Peri Peri)
cfpl,FNP Indian Raisins 70 gm,RPC,NO_SFG_plain_repack,
cfpl,FNP Pistachios Salted & Roasted 50 gm,VA,SFG_blend,FNP Pistachios Salted & Roasted Bulk
cfpl,FNP Salt & Pepper Cashew 50gm,VA,SFG_reuse_intermediate,Salt and Pepper Cashew Bulk
cfpl,FNP Smokin Sweet N Smoky BBQ Almond 50gm,VA,SFG_mint_va,American Almonds Running 25-27 count Bulk (Bbq)
cfpl,FNP Smokin Sweet N Smoky BBQ Cashew 50g,VA,SFG_reuse_intermediate,Smokey BBQ Cashew Bulk
cfpl,Fabsta Almond Roasted 200g (1468499),RPC,SFG_reuse_intermediate,Roasted & Salted Almonds Bulk
cfpl,Fabsta Anjeer 200gm,RPC,NO_SFG_plain_repack,
cfpl,Fabsta Cashew W320 Roasted 200g (1468502),RPC,SFG_reuse_intermediate,Roasted & Salted Cashew Bulk
cfpl,Fabsta Figs Regular 500gm,RPC,NO_SFG_plain_repack,
cfpl,Fabsta Rstd Flax Seeds 100g,RPC,NO_SFG_plain_repack,
cfpl,Fabsta Rstd Melon Seeds 100g,RPC,NO_SFG_plain_repack,
cfpl,Fabsta Rstd Pumpkin Seeds 100g,RPC,NO_SFG_plain_repack,
cfpl,Fabsta Rstd Sunflower Seeds 100g,RPC,NO_SFG_plain_repack,
cfpl,Fabsta Walnut Split 500g,RPC,NO_SFG_plain_repack,
cfpl,Fan Bag 300g,VA,NO_SFG_assembly,
cfpl,Fardh Dates,DATES BULK,NO_SFG_rm_stockitem,
cfpl,Festive Box - Magic Moments 600g,VA,NO_SFG_assembly,
cfpl,Festive Box - Supreme 1000g,VA,NO_SFG_assembly,
cfpl,Festive Hamper 01,VA,NO_SFG_hamper,
cfpl,Festive Hamper 02,VA,NO_SFG_hamper,
cfpl,Festive Hamper 03,VA,NO_SFG_hamper,
cfpl,Flaxseeds 200G (B07GR346G4),RPC,NO_SFG_plain_repack,
cfpl,Flaxseeds 500G (B07GQZ7ZVT),RPC,NO_SFG_plain_repack,
cfpl,Floppy Bag Gift Hamper,VA,NO_SFG_hamper,
cfpl,Foodsquare Truffle Laquered Nuts (Bulk),VA,SFG_already_bulk,Truffle Laquered Nuts (Bulk)
cfpl,Foodsquare Truffle Laquered Nuts 200gm,VA,SFG_blend,Truffle Laquered Nuts Bulk
cfpl,Forsi Coctail Mix,VA,SFG_blend,Forsi Coctail Mix Bulk
cfpl,Forsi Panchmewa,VA,SFG_blend,Forsi Panchmewa Bulk
cdpl,Fresho Kimia Dates 500 Gm,DATES RPC,NO_SFG_plain_repack,
cfpl,Fresho Kimia Dates 500gm,DATES RPC,NO_SFG_plain_repack,
cfpl,GI- Eatrite Arabian Dates 500gm,DATES RPC,NO_SFG_plain_repack,
cfpl,GI- Eatrite Fard Dates 500gm,DATES RPC,NO_SFG_plain_repack,
cfpl,GL CALIFORNIA PISTA RSTED & SLTD 500g PP,VA,SFG_mint_va,California Pista Inshell Bulk
cfpl,GL ROSTED&SLTD CALIFORNIA PISTA 200g PCH,VA,SFG_mint_va,California Pista Inshell Bulk
cfpl,GOOD LIFE ALMOND 100 g PP,RPC,NO_SFG_plain_repack,
cfpl,GOOD LIFE ALMOND 200 g PP,RPC,NO_SFG_plain_repack,
cfpl,GOOD LIFE ALMOND 500 g PP,RPC,NO_SFG_plain_repack,
cfpl,GOOD LIFE ARABIAN DATES 500 g,DATES RPC,NO_SFG_plain_repack,
cfpl,GOOD LIFE CHIA SEED 100G,RPC,NO_SFG_plain_repack,
cfpl,GOOD LIFE FARD DATES 500 g,DATES RPC,NO_SFG_plain_repack,
cfpl,GOOD LIFE FLAX SEED 100G,RPC,NO_SFG_plain_repack,
cfpl,GOOD LIFE PUMPKIN SEED 100G,RPC,NO_SFG_plain_repack,
cfpl,GOOD LIFE SUNFLOWER SEED 100G,RPC,NO_SFG_plain_repack,
cfpl,Gondh Dryfruit Laddu Bar 35gm,VA,SFG_reuse_intermediate,Gondh Dryfruit Laddubar Semi Finished
cfpl,Gondh Dryfruit LadduBar Pack of 6,VA,SFG_reuse_intermediate,Gondh Dryfruit Laddubar Semi Finished
cfpl,Gondh Dryfruit Laddubar Semi Finished,VA,SFG_already_bulk,Gondh Dryfruit Laddubar Semi Finished
cfpl,Good Health Dry Fruit Box 750 g,VA,SFG_blend,Good Health Dry Fruit Box Bulk
cfpl,Green Chilli Cashew Bulk,VA,SFG_already_bulk,Green Chilli Cashew Bulk
cfpl,Green Chilly Cashew,VA,SFG_blend,Green Chilly Cashew Bulk
cfpl,Green Leafy Trunk Gift Hamper,VA,NO_SFG_hamper,
cfpl,Greendot Coated Peanuts,VA,SFG_blend,Greendot Coated Peanuts Bulk
cfpl,Grey Carry All Basket Hamper,VA,NO_SFG_hamper,
cfpl,H Finest Turkey Appricot 300g(1340538),RPC,NO_SFG_plain_repack,
cfpl,HA AJWA DATES 300GM (1357012),DATES RPC,NO_SFG_plain_repack,
cfpl,HA ALMOND MAMRA 100g (1340535),RPC,NO_SFG_plain_repack,
cfpl,HA APRICOT - JARDALOO 200g (1340540),RPC,NO_SFG_plain_repack,
cfpl,HA BLACK CURRENT 250g (1340541),RPC,NO_SFG_plain_repack,
cfpl,HA MABOROOM DATES 300GM (1357011),DATES RPC,NO_SFG_plain_repack,
cfpl,HA SEGAI DATES 300GM (1357010),DATES RPC,NO_SFG_plain_repack,
cfpl,HA SINDUKANI RAISIN 250GM,RPC,NO_SFG_plain_repack,
cfpl,HA SUKHRY DATES 300GM (1357013),DATES RPC,NO_SFG_plain_repack,
cdpl,HABIT DATES 800g Old,DATES RPC,NO_SFG_plain_repack,
cfpl,HARDIK SHUBHKAMANYEN 280gm,VA,NO_SFG_assembly,
cfpl,HOH Raksha Bandhan Box 190 Gm,VA,SFG_blend,HOH Raksha Bandhan Box Bulk
cfpl,HOH Raksha Bandhan Box 268g,VA,SFG_blend,HOH Raksha Bandhan Box Bulk
cfpl,HOH ZORRO PECAN MAPLE GLAZED 100G BOX,VA,SFG_blend,HOH ZORRO PECAN MAPLE GLAZED BOX Bulk
cfpl,HOH ZORRO PECAN ROASTED SALTED100G BOX,VA,SFG_blend,HOH ZORRO PECAN ROASTED SALTED100G BOX Bulk
cfpl,HOH ZORRO PECAN SIMPLY PECAN 100G BOX,RPC,NO_SFG_plain_repack,
cfpl,HOH ZORRO PECAN SWEET & SPICY 100G BOX,VA,SFG_blend,HOH ZORRO PECAN SWEET & SPICY BOX Bulk
cfpl,HOH ZORRO PECANS FREE GRANOLA 100G BOX,VA,SFG_blend,HOH ZORRO PECANS FREE GRANOLA BOX Bulk
cfpl,Ha Akbari Pista 200g (1357005),RPC,NO_SFG_plain_repack,
cfpl,Ha Almond Mamro 250g (1340532),RPC,NO_SFG_plain_repack,
cfpl,Ha Almond Mamro 500g (1350928),RPC,NO_SFG_plain_repack,
cfpl,Ha Brazil Nut 200g (1340533),RPC,NO_SFG_plain_repack,
cfpl,Ha Hazulnut 250g (1340531),RPC,NO_SFG_plain_repack,
cfpl,Ha Maryam Dates 300g(1340537),DATES RPC,NO_SFG_plain_repack,
cfpl,Ha Pinenut 100g (1340543),RPC,NO_SFG_plain_repack,
cfpl,Ha Premium Dates Medjool 300g(1340530),DATES RPC,NO_SFG_plain_repack,
cfpl,Ha Premium Pecans 150g (1340534),RPC,NO_SFG_plain_repack,
cfpl,Ha Premium Saudi Dates 300g(1340536),DATES RPC,NO_SFG_plain_repack,
cfpl,Ha Premium Saudi Dates 500g(1356005),DATES RPC,NO_SFG_plain_repack,
cfpl,Ha Prunes 275g(1340539),RPC,NO_SFG_plain_repack,
cfpl,Ha Walnut Kernal 250g(1340542),RPC,NO_SFG_plain_repack,
cfpl,Ha Walnut Kernal 500g(1350930),RPC,NO_SFG_plain_repack,
cfpl,Ha Walnut Whole 500g(1350935),RPC,NO_SFG_plain_repack,
cdpl,Habit Arabian dates 900 gm,DATES RPC,NO_SFG_plain_repack,
cfpl,Habit Coconut Cream Powder 1 Kg (Instant),RPC,SFG_blend,Coconut Cream Powder (Instant) Bulk
cfpl,Habit Extra Cheese Seasoning (15kg),RPC,SFG_blend,Extra Cheese Seasoning Bulk
cfpl,Healthy & Tasty BBQ Makhana 25gm,VA,SFG_blend,Healthy & Tasty BBQ Makhana Bulk
cfpl,Healthy & Tasty Ghee and Himalayan Pink Salt Makhana 25gm,VA,SFG_blend,Healthy & Tasty Ghee and Himalayan Pink Salt Makhana Bulk
cfpl,Healthy & Tasty Peri Peri Makhana 25gm,VA,SFG_blend,Healthy & Tasty Peri Peri Makhana Bulk
cfpl,Healthy & Tasty Pudina Makhana 25gm,VA,SFG_blend,Healthy & Tasty Pudina Makhana Bulk
cfpl,Healthy Choice 5 in 1 Seeds Mix 200gm,VA,SFG_reuse_intermediate,Healthy Choice 5 in 1 Seeds Mix Bulk
cfpl,Healthy Choice 5 in 1 Seeds Mix Bulk,VA,SFG_already_bulk,Healthy Choice 5 in 1 Seeds Mix Bulk
cfpl,Healthy Choice Chia Seeds 100 g,RPC,NO_SFG_plain_repack,
cfpl,Healthy Choice Chia Seeds 200 g,RPC,NO_SFG_plain_repack,
cfpl,Healthy Choice Roasted Pumpkin Seeds 100 g,RPC,SFG_mint_va,Roasted Pumpkin Seeds Roasted Bulk
cfpl,Healthy Choice Roasted Pumpkin Seeds 200 g,RPC,SFG_mint_va,Roasted Pumpkin Seeds Roasted Bulk
cfpl,Healthy Choice Roasted Sunflower Seeds 100 g,RPC,SFG_mint_va,Roasted Sunflower Seeds Roasted Bulk
cfpl,Healthy Choice Roasted Sunflower Seeds 200 g,RPC,SFG_mint_va,Roasted Sunflower Seeds Roasted Bulk
cfpl,Healthy Choice Roasted Watermelon Seeds 100 g,RPC,SFG_mint_va,Roasted Watermelon Seeds Roasted Bulk
cfpl,Healthy Choice Roasted Watermelon Seeds 200 g,RPC,SFG_mint_va,Roasted Watermelon Seeds Roasted Bulk
cfpl,Honey Roasted Macadamias 100gm,VA,SFG_reuse_intermediate,Honey Roasted Macadamia Nut
cfpl,Independence Almonds,Bulk,NO_SFG_rm_stockitem,
cfpl,Indian Green Raisins,Bulk,NO_SFG_rm_stockitem,
cfpl,Indian Green Raisins 230g,RPC,NO_SFG_plain_repack,
cfpl,Indian Green Raisins 90gm,RPC,NO_SFG_plain_repack,
cfpl,Indian Long Green Raisins,Bulk,NO_SFG_rm_stockitem,
cfpl,Jute Drawstring  300g,VA,NO_SFG_assembly,
cfpl,Jute Floppy Bag Hamper,VA,NO_SFG_hamper,
cdpl,KINGDOM OF DATES AMARY DATES,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES DATE POWDER 250G,DATES ING,SFG_reuse_intermediate,Date Powder 5%
cdpl,KINGDOM OF DATES DATE SYRUP 450G,DATES ING,SFG_reuse_intermediate,Date Syrup
cdpl,KINGDOM OF DATES DEGLET DATES,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES KALMI REGULARE,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES KHALAS DATES,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES KHANEIZI DATES,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES MARYAM DATES,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES MAZAFATI DATES,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES MEDJOUL BON DATES,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES MEDJOUL BON DATES 750gm,DATES RPC,NO_SFG_plain_repack,
cdpl,KINGDOM OF DATES MEDJOUL SP JUM DATES,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES MEDJOUL-JUMBO DATES,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES MEDJOUL-LARGE DATES,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES MEDJOUL-MEDIUM DATES,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES ORIENTAL DATES,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES SAYER DATES,DATES RPC,NO_SFG_plain_repack,
cdpl,KINGDOM OF DATES SEGAI DATES,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES SUKKARY DATES,DATES BULK,NO_SFG_rm_stockitem,
cdpl,KINGDOM OF DATES ZAHIDI DATES,DATES BULK,NO_SFG_rm_stockitem,
cfpl,King Solomon 3 Dates 2 Go,DATES RPC,NO_SFG_plain_repack,
cfpl,King Solomon Dates Medjool Medium 200g,DATES RPC,NO_SFG_plain_repack,
cdpl,King Solomon Dates Medjool Mini 500g,DATES RPC,SFG_reuse_intermediate,WET DATES MEDJOUL BULK MINI (5)
cdpl,King Solomon Dates Medjoul 200g,DATES RPC,SFG_reuse_intermediate,WET DATES MEDJOUL BULK MEDIUM(5)
cfpl,King Solomon Dates Medjoul Medium [Y1562] 200gm,DATES RPC,NO_SFG_plain_repack,
cfpl,King Solomon Medjoul Dates 250 Gms,DATES RPC,SFG_blend,Medjoul Dates Bulk
cfpl,King Solomon Medjoul Dates 3 Dates 2 Go,DATES RPC,NO_SFG_plain_repack,
cfpl,King Solomon Medjoul Dates 500 Gms,DATES RPC,SFG_blend,Medjoul Dates Bulk
cfpl,King Solomon Medjoul Dates Jumbo 1kg,DATES RPC,SFG_blend,Medjoul Dates Jumbo Bulk
cfpl,King Solomon Medjoul Dates Junior 1kg,DATES RPC,SFG_blend,Medjoul Dates Junior Bulk
cfpl,King Solomon Medjoul Dates Large 1kg,DATES RPC,SFG_blend,Medjoul Dates Large Bulk
cdpl,King Solomon Medjoul Dates Large 5 Kg,DATES BULK,NO_SFG_rm_stockitem,
cfpl,King Solomon Medjoul Dates Medium 1kg,DATES RPC,SFG_blend,Medjoul Dates Medium Bulk
cfpl,King Solomon Medjoul Dates Medium 500 Gm,DATES RPC,SFG_blend,Medjoul Dates Medium Bulk
cfpl,King Solomon Medjoul Dates Mini 500 Gm,DATES RPC,NO_SFG_plain_repack,
cfpl,King Solomon Medjoul Jumbo Dates 500gm,DATES RPC,SFG_blend,Medjoul Jumbo Dates Bulk
cfpl,King Solomon Medjoul Junior 500g,DATES RPC,NO_SFG_plain_repack,
cdpl,King Solomon Medjoul Super Jumbo 1 Kg,DATES RPC,SFG_reuse_intermediate,Wet Dates Medjoul Bulk Super Jumbo
cfpl,King Solomon Medjoul Super Jumbo 1kg,DATES RPC,NO_SFG_plain_repack,
cdpl,King Solomon Medjoul Super Jumbo 500 Gm,DATES RPC,SFG_reuse_intermediate,Wet Dates Medjoul Bulk Super Jumbo
cfpl,King Solomon Medjoul Super Jumbo 500gm,DATES RPC,NO_SFG_plain_repack,
cdpl,King Solomon Oriental Dates 250 Gms,DATES RPC,SFG_reuse_intermediate,WET DATES DERI BULK (5)
cfpl,King Solomon Oriental Dates 250g,DATES RPC,SFG_blend,Oriental Dates Bulk
cdpl,King Solomon Oriental Dates 400g,DATES RPC,NO_SFG_plain_repack,
cfpl,King Solomon Oriental Dates 500gm,DATES RPC,SFG_blend,Oriental Dates Bulk
cdpl,King Solomon Oriental Jumbo 5 Kg,DATES RPC,NO_SFG_plain_repack,
cdpl,King Solomon medjoul junior 500 gm,DATES RPC,NO_SFG_plain_repack,
cfpl,Korean Coated Peanuts 60gm,VA,SFG_blend,Korean Coated Peanuts Bulk
cfpl,Krack Nut Coated Peanuts Magic Masala 110g,VA,SFG_blend,Krack Nut Coated Peanuts Magic Masala Bulk
cfpl,Krack Nut Coated Peanuts Pudina Patakha 100g,VA,SFG_reuse_intermediate,Coated Peanuts Pudina Patakha Bulk
cfpl,Krack Nut Coated Peanuts Pudina Patakha 25g Not Use,VA,SFG_blend,Krack Nut Coated Peanuts Pudina Patakha Not Use Bulk
cfpl,Krack Nut Coated Peanuts Pudina Patakha 25gm,VA,SFG_reuse_intermediate,Coated Peanuts Pudina Patakha Bulk
cfpl,Krack Nut Coated Peanuts Tandoori Toofan 1 Kg,VA,SFG_reuse_intermediate,Coated Peanuts Tandoori Toofan Bulk
cfpl,Krack Nut Coated Peanuts Thai Firangi 1 Kg,VA,SFG_reuse_intermediate,Coated Peanuts Thai Flavour Bulk
cfpl,Krack Nut Coated Peanuts Thai Firangi 100g,VA,SFG_reuse_intermediate,Coated Peanuts Thai Flavour Bulk
cfpl,Kracknut Coated Peanuts - Tandoori Toofan 110g,VA,SFG_reuse_intermediate,Coated Peanuts Tandoori Toofan Bulk
cfpl,Kracknut Coated Peanuts - Tandoori Toofan 160gm,VA,SFG_reuse_intermediate,Coated Peanuts Tandoori Toofan Bulk
cfpl,Kracknut Coated Peanuts - Tandoori Toofan 25g,VA,SFG_reuse_intermediate,Coated Peanuts Tandoori Toofan Bulk
cfpl,Kracknut Coated Peanuts - Thai Firangi 25g,VA,SFG_reuse_intermediate,Coated Peanuts Thai Flavour Bulk
cfpl,Kracknut Coated Peanuts-Pudhina Patakha 110g,VA,SFG_reuse_intermediate,Coated Peanuts Pudina Patakha Bulk
cfpl,Kracknut Coated Peanuts-Pudhina Patakha 1kg,VA,SFG_reuse_intermediate,Coated Peanuts Pudina Patakha Bulk
cfpl,Kracknut Coated Peanuts-Thai Firangi 110g,VA,SFG_reuse_intermediate,Coated Peanuts Thai Flavour Bulk
cfpl,Kracknut Coated Peanuts-Thai Firangi 160gm,VA,SFG_reuse_intermediate,Coated Peanuts Thai Flavour Bulk
cfpl,Lemon Pepper Cashew Bulk,VA,SFG_already_bulk,Lemon Pepper Cashew Bulk
cfpl,Lime Chilly Coated Peanuts 60gm,VA,SFG_blend,Lime Chilly Coated Peanuts Bulk
cdpl,Lulu Dates Sagai ( 66189 ),DATES BULK,NO_SFG_rm_stockitem,
cfpl,MACSNACK DRYRST MCADAMIAMUNCHIE 100G PCH,RPC,SFG_reuse_intermediate,Macadamia Roasted & Salted style 4
cfpl,MACSNACK DRYRST MCADAMIAMUNCHIE 200G PCH,RPC,NO_SFG_plain_repack,
cfpl,MACSNACK R&S MACADAMIA MUNCHIES 100G PCH,VA,SFG_mint_va,Macadamia Roasted Salted - Size 4 Bulk
cfpl,MACSNACK R&S MACADAMIA MUNCHIES 200G PCH,VA,SFG_mint_va,Macadamia Roasted Salted - Size 4 Bulk
cfpl,MDF Premium Medjoul Dates Box 18 Pcs,VA,NO_SFG_assembly,
cfpl,Mac Snack Macadamia Stlye 0 Premium-200gm,VA,SFG_mint_va,Macadamia Roasted - Size 0 Bulk
cfpl,Mac Snack Macadamia Style 1 Roasted & Salted Premium 200g,VA,SFG_mint_va,Roasted & Salted Macadamia Roasted Salted - Size 1 Bulk
cfpl,Macadamia Inshell 150g,RPC,NO_SFG_plain_repack,
cfpl,Macadamia Kernal 150gm,RPC,NO_SFG_plain_repack,
cfpl,Macadamia Roasted & Salted style 4,VA,SFG_blend,Macadamia Roasted & Salted style 4 Bulk
cfpl,Macadamia Roasted - Size 1,Bulk,NO_SFG_rm_stockitem,
cfpl,Macadamia Roasted - Size 2,Bulk,NO_SFG_rm_stockitem,
cfpl,Macadamia Roasted - Size 4,Bulk,NO_SFG_rm_stockitem,
cfpl,Macadamia Roasted NIS Sawn,Bulk,NO_SFG_rm_stockitem,
cfpl,Macadamia Roasted Salted - Size 0,Bulk,SFG_mint_va,Roasted Macadamia Roasted - Size 0 Bulk
cfpl,Macadamia Roasted Salted - Size 1,Bulk,NO_SFG_rm_stockitem,
cfpl,Makhana Black Pepper,VA,SFG_blend,Makhana Black Pepper Bulk
cfpl,Makhana Black Salt 75gm,VA,SFG_blend,Makhana Black Salt Bulk
cfpl,Makhana Chilli Lime 75gm,VA,SFG_blend,Makhana Chilli Lime Bulk
cfpl,Makhana Himalayan Pink Salt,VA,SFG_blend,Makhana Himalayan Pink Salt Bulk
cfpl,Makhana Himalayan Pink Salt 75gm,VA,SFG_reuse_intermediate,Makhana Himalayan Pink Salt
cfpl,Makhana Masala,VA,SFG_blend,Makhana Masala Bulk
cfpl,Makhana Peri Peri,VA,SFG_blend,Makhana Peri Peri Bulk
cfpl,Makhana Salted 50gm,VA,SFG_mint_va,Salted Makhana Bulk
cfpl,Makhana Tangy Tomato 75gm,VA,SFG_blend,Makhana Tangy Tomato Bulk
cfpl,Masala Cashew,VA,SFG_blend,Masala Cashew Bulk
cfpl,Masala Raisin,VA,SFG_mint_va,Indian Green Raisins Bulk (Masala)
cfpl,Methi Dryfruit Laddu bar 35gm,VA,SFG_blend,Methi Dryfruit Laddu bar Bulk
cfpl,Mexican Coated Peanuts 60gm,VA,SFG_blend,Mexican Coated Peanuts Bulk
cfpl,Mexican Flavoured Coated Peanuts,NA,SFG_blend,Mexican Flavoured Coated Peanuts Bulk
cfpl,Mexican Flavoured Coated Peanuts 35gm,VA,SFG_blend,Mexican Flavoured Coated Peanuts Bulk
cfpl,Mild Chilly Glazed Almonds,VA,SFG_blend,Mild Chilly Glazed Almonds Bulk
cfpl,Mild Chilly Glazed Cashew,VA,SFG_blend,Mild Chilly Glazed Cashew Bulk
cfpl,Milk Almond Draggies,VA,SFG_blend,Milk Almond Draggies Bulk
