entity,fg,fg_salegroup,case,sfg
cfpl,Carnival Dried Cranberry Whole 250g - Tub,RPC,NO_SFG_plain_repack,
cfpl,Carnival Festive Almonds (27-28 count) 100gm,RPC,SFG_blend,Festive Almonds (27-28 count) Bulk
cfpl,Carnival Festive Almonds (27-28 count) 125gm,RPC,SFG_blend,Festive Almonds (27-28 count) Bulk
cfpl,Carnival Festive Almonds (27-28 count) 150gm,RPC,NO_SFG_plain_repack,
cfpl,Carnival Festive Almonds (27-28 count) 200gm,RPC,SFG_blend,Festive Almonds (27-28 count) Bulk
cfpl,Carnival Festive Black Raisin Seedless 150gm,RPC,NO_SFG_plain_repack,
cfpl,Carnival Festive California Pista (21-26) 100gm,VA,SFG_blend,Festive California Pista (21-26) Bulk
cfpl,Carnival Festive California Pista (21-26) 125gm,VA,NO_SFG_assembly,
cfpl,Carnival Festive California Pista (21-26) 150gm,VA,NO_SFG_assembly,
cfpl,Carnival Festive California Pista (21-26) 200gm,VA,NO_SFG_assembly,
cfpl,Carnival Festive California Pista (21-26) 80gm,VA,SFG_blend,Festive California Pista (21-26) Bulk
cfpl,Carnival Festive Cashew (320) 100gm,RPC,SFG_blend,Festive Cashew (320) Bulk
cfpl,Carnival Festive Cashew (320) 125gm,RPC,SFG_blend,Festive Cashew (320) Bulk
cfpl,Carnival Festive Cashew (320) 150gm,RPC,NO_SFG_plain_repack,
cfpl,Carnival Festive Cashew (320) 200gm,RPC,SFG_blend,Festive Cashew (320) Bulk
cfpl,Carnival Festive Cashew (320) 80gm,RPC,NO_SFG_plain_repack,
cfpl,Carnival Festive Chatpata Cranberry 100gm,VA,SFG_blend,Festive Chatpata Cranberry Bulk
cfpl,Carnival Festive Chatpata Cranberry 120g,VA,SFG_blend,Festive Chatpata Cranberry Bulk
cfpl,Carnival Festive Chatpata Cranberry 250gm,VA,SFG_blend,Festive Chatpata Cranberry Bulk
cfpl,Carnival Festive Chatpata Cranberry 80gm,VA,SFG_mint_va,Cranberry Slice Bulk (Chatpata)
cfpl,Carnival Festive Crunchy Caramel Trail Mix 250g,VA,SFG_blend,Festive Crunchy Caramel Trail Mix Bulk
cfpl,Carnival Festive Flavoured Cashew (320) 100gm,VA,SFG_mint_va,Cashew 320 Bulk
cfpl,Carnival Festive Flavoured Cashew (320) 80gm,VA,SFG_mint_va,Cashew 320 Bulk
cfpl,Carnival Festive Indian Raisin 100gm,RPC,SFG_blend,Festive Indian Raisin Bulk
cfpl,Carnival Festive Indian Raisin 150gm,RPC,SFG_blend,Festive Indian Raisin Bulk
cfpl,Carnival Festive Indian Raisin 175gm,RPC,NO_SFG_plain_repack,
cfpl,Carnival Festive Indian Raisin 200gm,RPC,SFG_blend,Festive Indian Raisin Bulk
cfpl,Carnival Festive Indian Raisin 250gm,RPC,NO_SFG_plain_repack,
cfpl,Carnival Festive Nuts & Seeds Mix 120g,VA,SFG_blend,Festive Nuts & Seeds Mix Bulk
cfpl,Carnival Festive Paan Cranberry 125gm,VA,SFG_blend,Festive Paan Cranberry Bulk
cfpl,Carnival Festive Paan Raisin 125gm,VA,SFG_blend,Festive Paan Raisin Bulk
cfpl,Carnival Festive Salted Almonds (27-28 Count) 230gm,VA,SFG_blend,Festive Salted Almonds (27-28 Count) Bulk
cfpl,Carnival Festive Salted Almonds (27-28 count) 100gm,VA,SFG_blend,Festive Salted Almonds (27-28 count) Bulk
cfpl,Carnival Festive Salted Almonds (27-28 count) 150gm,VA,SFG_blend,Festive Salted Almonds (27-28 count) Bulk
cfpl,Carnival Festive Salted Almonds (27-28 count) 80gm,VA,SFG_mint_va,Salted American Almonds Running 25-27 count Bulk
cfpl,Carnival Festive Salted Cashew (320) 150gm,VA,SFG_blend,Festive Salted Cashew (320) Bulk
cfpl,Carnival Festive Salted Cashew (320) 230gm,VA,SFG_blend,Festive Salted Cashew (320) Bulk
cfpl,Carnival Festive Seedless Black Raisin 200gm,VA,SFG_mint_va,Afghan Black Raisins Seeded Bulk
cfpl,Carnival FestiveSalted Cashew (320) 100gm,VA,SFG_blend,FestiveSalted Cashew (320) Bulk
cfpl,Carnival Flax Seeds 100G,RPC,NO_SFG_plain_repack,
cfpl,Carnival Ganpati Date Mewa Box 242g,VA,SFG_reuse_intermediate,Date Bites Semi Finished
cfpl,Carnival Green Chilli Cashew 100g,VA,SFG_mint_va,Cashew 320 Bulk (Green Chilli & Chilli)
cfpl,Carnival Green Chilli Cashew 230g,VA,SFG_reuse_intermediate,Green Chilli Cashew Bulk
cfpl,Carnival Himalayan Salt & Pepper Pistachios 200gm,VA,SFG_blend,Himalayan Salt & Pepper Pistachios Bulk
cfpl,Carnival Himalayan Salt & Pepper Pistachios 25g,VA,SFG_blend,Himalayan Salt & Pepper Pistachios Bulk
cfpl,Carnival Honey Roasted Almonds 100G,VA,SFG_mint_va,Honey Roasted Honey Roast Almonds Bulk (Honey)
cfpl,Carnival Indian Green Raisins 200g,RPC,NO_SFG_plain_repack,
cfpl,Carnival Indian Kishmish 100g,RPC,NO_SFG_plain_repack,
cfpl,Carnival Iranian Pistachio 250 Gm,RPC,SFG_blend,Iranian Pistachio Bulk
cfpl,Carnival Jumbo Salted Cashew with Skin 200g,VA,SFG_reuse_intermediate,Cashew Jumbo with Skin Roasted and Salted
cfpl,Carnival Macadamia 200gm,RPC,SFG_blend,Macadamia Bulk
cfpl,Carnival Madhur Mahotsav DF Box 4P 400g,VA,NO_SFG_assembly,
cfpl,Carnival Magic Moments 4P 600gm,VA,SFG_blend,Magic Moments 4P Bulk
cfpl,Carnival Mangalmay Utsav DF Box 6P 600g,VA,NO_SFG_assembly,
cfpl,Carnival Mocha Mojo Trail Mix 100g,VA,SFG_blend,Mocha Mojo Trail Mix Bulk
cfpl,Carnival Mocha Mojo Trail Mix 200g,VA,SFG_blend,Mocha Mojo Trail Mix Bulk
cfpl,Carnival Mocha Mojo Trail Mix 250g,VA,SFG_blend,Mocha Mojo Trail Mix Bulk
cfpl,Carnival Nuts & Seed Mix 100gm,VA,SFG_blend,Nuts & Seed Mix Bulk
cfpl,Carnival Oman Dates 250g,DATES RPC,NO_SFG_plain_repack,
cfpl,Carnival Pan Raisin 125g,VA,SFG_blend,Pan Raisin Bulk
cfpl,Carnival Pepper Cashew 100G,VA,SFG_blend,Pepper Cashew Bulk
cfpl,Carnival Pepper Cashew 125gm,VA,SFG_blend,Pepper Cashew Bulk
cfpl,Carnival Pepper Cashew 200G,VA,SFG_blend,Pepper Cashew Bulk
cfpl,Carnival Pepper Pistachios 200G,VA,SFG_blend,Pepper Pistachios Bulk
cfpl,Carnival Peri Peri Cashew 100 Gms,VA,SFG_mint_va,Cashew 320 Bulk (Peri Peri)
cfpl,Carnival Peri Peri Cashew 150gm,VA,SFG_reuse_intermediate,Peri Peri Cashew Bulk
cfpl,Carnival Peri Peri Cashew 200gm,VA,SFG_reuse_intermediate,Peri Peri Cashew Bulk
cfpl,Carnival Peri Peri Makhana 125g,VA,SFG_blend,Peri Peri Makhana Bulk
cfpl,Carnival Peri Peri Makhana 55g,VA,SFG_mint_va,Makhana Bulk (Peri Peri)
cfpl,Carnival Peri Peri Walnut 150g,VA,SFG_blend,Peri Peri Walnut Bulk
cfpl,Carnival Pine Nut 100 Gms,RPC,NO_SFG_plain_repack,
cfpl,Carnival Pitted Prunes 250g,RPC,NO_SFG_plain_repack,
cfpl,Carnival Popcorn Makhana 125g,VA,SFG_mint_va,Makhana Bulk
cfpl,Carnival Popcorn Makhana 55gm,VA,SFG_mint_va,Makhana Bulk
cfpl,"Carnival Premium Brazil Nuts, 250 Gms",RPC,NO_SFG_plain_repack,
cfpl,Carnival Premium Cocktail Mix 100g,VA,SFG_blend,Premium Cocktail Mix Bulk
cfpl,Carnival Premium Cocktail Mix 250 Gms,VA,SFG_blend,Premium Cocktail Mix Bulk
cfpl,Carnival Premium Kesar 0.5 Gms,RPC,SFG_mint_va,Saffron (Kesar) - Irani Bulk (Kesar)
cfpl,Carnival Premium Macadamia Nut 250 Gms,RPC,NO_SFG_plain_repack,
cfpl,Carnival Premium Pecan Nuts 200g Mono Carton,RPC,NO_SFG_plain_repack,
cfpl,Carnival Premium Pecan Nuts 250 Gms,RPC,NO_SFG_plain_repack,
cfpl,Carnival Premium Walnut Kernels 250 Gms,RPC,SFG_blend,Premium Walnut Kernels Bulk
cfpl,Carnival Pudina Almonds 125g,VA,SFG_blend,Pudina Almonds Bulk
cfpl,Carnival Pudina Makhana 125 Gm,VA,SFG_blend,Pudina Makhana Bulk
cfpl,Carnival Raisin Black Seeded 250gm,RPC,NO_SFG_plain_repack,
cfpl,Carnival Raisins Black Chatpata 200g,VA,SFG_blend,Raisins Black Chatpata Bulk
cfpl,Carnival Roasted & Salted Almonds 100g,VA,SFG_blend,Roasted & Salted Almonds Bulk
cfpl,Carnival Roasted & Salted Almonds 230g,VA,SFG_blend,Roasted & Salted Almonds Bulk
cfpl,Carnival Roasted & Salted Almonds 250g,VA,SFG_blend,Roasted & Salted Almonds Bulk
cfpl,Carnival Roasted & Salted Cashew 100g,VA,SFG_blend,Roasted & Salted Cashew Bulk
cfpl,Carnival Roasted & Salted Cashew 230g,VA,SFG_blend,Roasted & Salted Cashew Bulk
cfpl,Carnival Roasted & Salted Pistachio 100g,VA,NO_SFG_assembly,
cfpl,Carnival Roasted & Salted Pistachio 200g,VA,SFG_blend,Roasted & Salted Pistachio Bulk
cfpl,Carnival Roasted & Salted Pistachio 250g,VA,SFG_mint_va,Roasted & Salted California Pista Inshell Roasted and Salted Bulk
cfpl,Carnival Roasted Macadamia Nuts 250g,RPC,SFG_mint_va,Roasted Macadamia Roasted - Size 1 Bulk
cfpl,Carnival Salt & Pepper Walnut 150g,VA,SFG_blend,Salt & Pepper Walnut Bulk
cfpl,Carnival Salted Caramel Pecannuts 80g,VA,SFG_blend,Salted Caramel Pecannuts Bulk
cdpl,Carnival Sayer Dates 300g,DATES RPC,NO_SFG_plain_repack,
cfpl,Carnival Shubhakamnayein 3P 300g,VA,NO_SFG_assembly,
cfpl,Carnival Simply Thandai 100g,VA,SFG_blend,Simply Thandai Bulk
cfpl,Carnival Simply Thandai Mix 200gm,VA,SFG_blend,Simply Thandai Mix Bulk
cfpl,Carnival Smoked Almonds 100gm,VA,SFG_blend,Smoked Almonds Bulk
cfpl,Carnival Smoked Almonds 200g,VA,SFG_mint_va,American Almonds Running 25-27 count Bulk (Smoked)
cfpl,Carnival Spanish Tomato Cashew 100G,VA,SFG_mint_va,Cashew 320 Bulk
cfpl,Carnival Walnut Kernal 2pc 200gm,RPC,NO_SFG_plain_repack,
cdpl,Carnival Zahidi 500g,DATES RPC,NO_SFG_plain_repack,
cdpl,Carnival khalas dates 350g,DATES RPC,NO_SFG_plain_repack,
cfpl,Cashew 100g (B07GQZSS49) FBA,RPC,NO_SFG_plain_repack,
cfpl,Cashew 180,Bulk,NO_SFG_rm_stockitem,
cfpl,Cashew 230gm,RPC,NO_SFG_plain_repack,
cfpl,Cashew 240,Bulk,NO_SFG_rm_stockitem,
cfpl,Cashew 240 230g,RPC,NO_SFG_plain_repack,
cfpl,Cashew 320,Bulk,NO_SFG_rm_stockitem,
cfpl,Cashew 500g (B07GQW1HHN),RPC,NO_SFG_plain_repack,
cfpl,Cashew Flavoured Rosemary Loose,VA,SFG_mint_va,Cashew 320 Bulk (Rosemary)
cfpl,Cashew Jumbo with Skin Roasted and Salted,VA,SFG_blend,Cashew Jumbo with Skin Roasted and Salted Bulk
cfpl,Cashew Masala,VA,SFG_blend,Cashew Masala Bulk
cfpl,Cashew Pink salt,VA,SFG_blend,Cashew Pink salt Bulk
cfpl,Cashew Roasted,Bulk,SFG_mint_va,Roasted Cashew 320 Bulk
cfpl,Cashew Wasabi,VA,SFG_blend,Cashew Wasabi Bulk
cfpl,Celebration Sleek Box 200g,VA,NO_SFG_assembly,
cfpl,Celebration Sleek Box Hamper 01,VA,NO_SFG_hamper,
cfpl,Celebration Sleek Box Hamper 02,VA,NO_SFG_hamper,
cfpl,Chatpata Black Raisin,VA,SFG_mint_va,Afghan Black Raisins Seedless Bulk (Chatpata)
cfpl,Chatpata Cranberry,VA,SFG_blend,Chatpata Cranberry Bulk
cfpl,Chatpata Cranberry 75gm,VA,SFG_blend,Chatpata Cranberry Bulk
cfpl,Chatpata Prunes,VA,SFG_blend,Chatpata Prunes Bulk
cfpl,Chatpata Seasoning,Bulk,NO_SFG_rm_stockitem,
cfpl,Cheese Cashew,VA,SFG_blend,Cheese Cashew Bulk
cfpl,Cheese Makhana,VA,SFG_blend,Cheese Makhana Bulk
cfpl,Cheese Tomato Flavoured Coated Peanuts,NA,SFG_blend,Cheese Tomato Flavoured Coated Peanuts Bulk
cfpl,Cheese Tomato Flavoured Coated Peanuts 35gm,VA,SFG_blend,Cheese Tomato Flavoured Coated Peanuts Bulk
cfpl,Chia Seeds 100G (B07GQZCP91),RPC,NO_SFG_plain_repack,
cfpl,Chia Seeds 200G (B07GQQLZPD),RPC,NO_SFG_plain_repack,
cfpl,Chia Seeds 500G (B07GQZSJFH),RPC,NO_SFG_plain_repack,
cfpl,Chilean  Walnut Kernel 2pc 230g,RPC,NO_SFG_plain_repack,
cfpl,Chilean Walnut Kernel 2 pcs,Bulk,NO_SFG_rm_stockitem,
cfpl,Chilean Walnut Kernel Quarter,Bulk,NO_SFG_rm_stockitem,
cfpl,Chilean Walnut Kernel Quarter BBQ,VA,SFG_blend,Chilean Walnut Kernel Quarter BBQ Bulk
cfpl,Chilean Walnut Kernel Quarter caramel,VA,SFG_blend,Chilean Walnut Kernel Quarter caramel Bulk
cfpl,Chilean Walnut Kernel Quarter lemon pepper,VA,SFG_blend,Chilean Walnut Kernel Quarter lemon pepper Bulk
cfpl,Chilean Walnut Kernel Quarter pepper,VA,SFG_blend,Chilean Walnut Kernel Quarter pepper Bulk
cfpl,Chilean Walnut Kernel Quarter peri peri,VA,SFG_blend,Chilean Walnut Kernel Quarter peri peri Bulk
cfpl,Chilli Almonds Bulk,VA,SFG_already_bulk,Chilli Almonds Bulk
cfpl,Chilli Garlic Cashew Bulk,VA,SFG_already_bulk,Chilli Garlic Cashew Bulk
cfpl,Chilli Garlic Masala Seasoning,Bulk,NO_SFG_rm_stockitem,
cfpl,Chilly Garlic Coated Peanuts 60gm,VA,SFG_blend,Chilly Garlic Coated Peanuts Bulk
cfpl,Chipotle Honey Coated Peanuts 200g,VA,SFG_blend,Chipotle Honey Coated Peanuts Bulk
cfpl,Chipotle Honey Coated Peanuts 70gm,VA,SFG_blend,Chipotle Honey Coated Peanuts Bulk
cfpl,Choco Crunch Energy Bar 38gm,VA,SFG_blend,Choco Crunch Energy Bar Bulk
cfpl,Chocolate Coated Almond Dragees 50gm,VA,SFG_blend,Chocolate Coated Almond Dragees Bulk
cfpl,Chocolate Coated Blueberries Dragees 50gm,VA,SFG_blend,Chocolate Coated Blueberries Dragees Bulk
cfpl,Chocolate Dipped Pecan Nut Loose,VA,SFG_blend,Chocolate Dipped Pecan Nut Loose Bulk
cfpl,Cinnamon Glazed Almond,VA,SFG_blend,Cinnamon Glazed Almond Bulk
cfpl,Cinnamon Glazed Pecan,VA,SFG_blend,Cinnamon Glazed Pecan Bulk
cfpl,Classic Flavour Date Mewa 18gm,VA,SFG_reuse_intermediate,Noice Classic Flavour Date Mewa (Semi Finished)
cfpl,Coated Peanut Base,VA,SFG_blend,Coated Peanut Base Bulk
cfpl,Coated Peanuts,VA,SFG_blend,Coated Peanuts Bulk
cfpl,Coated Peanuts - Magic Masala 1Kg,VA,SFG_blend,Coated Peanuts - Magic Masala Bulk
cfpl,Coated Peanuts Pudina Patakha Bulk,VA,SFG_already_bulk,Coated Peanuts Pudina Patakha Bulk
cfpl,Coated Peanuts Tandoori Toofan Bulk,VA,SFG_already_bulk,Coated Peanuts Tandoori Toofan Bulk
cfpl,Coated Peanuts Thai Flavour Bulk,VA,SFG_already_bulk,Coated Peanuts Thai Flavour Bulk
cfpl,Cocktail Mix,VA,SFG_blend,Cocktail Mix Bulk
cfpl,Cocktail Mix 230g,VA,SFG_blend,Cocktail Mix Bulk
cfpl,Cocoa Glazed Almonds,VA,SFG_blend,Cocoa Glazed Almonds Bulk
cfpl,Cocoa Glazed Hazelnuts,VA,SFG_blend,Cocoa Glazed Hazelnuts Bulk
cfpl,Cocoa Peanut Date Balls 48 gms,VA,SFG_blend,Cocoa Peanut Date Balls Bulk
cfpl,Cococart Almond & Cranberry Date Bar 35gm,VA,SFG_blend,Cococart Almond & Cranberry Date Bar Bulk
cfpl,Cococart Almond & Orange Dark Choco Date Bar 35gm,VA,SFG_blend,Cococart Almond & Orange Dark Choco Date Bar Bulk
cfpl,Cococart Barbeque Trail Mix 60gm,VA,SFG_blend,Cococart Barbeque Trail Mix Bulk
cfpl,Cococart Black Pepper Trail Mix 60gm,VA,SFG_blend,Cococart Black Pepper Trail Mix Bulk
cfpl,Cococart Cheese Makhana 100gm,VA,SFG_blend,Cococart Cheese Makhana Bulk
cfpl,Cococart Fruit & Nut Date Bar 35gm,VA,SFG_blend,Cococart Fruit & Nut Date Bar Bulk
cfpl,Cococart Himalayan Pink Salt Makhana 100gm,VA,SFG_blend,Cococart Himalayan Pink Salt Makhana Bulk
cfpl,Cococart Himalayan Salt Trail Mix 60gm,VA,SFG_blend,Cococart Himalayan Salt Trail Mix Bulk
cfpl,Cococart Lime Chilli Makhana 100gm,VA,SFG_blend,Cococart Lime Chilli Makhana Bulk
cfpl,Cococart Peri Peri Trail Mix 60gm,VA,SFG_blend,Cococart Peri Peri Trail Mix Bulk
cfpl,Cococart Pudina Salt Makhana 100gm,VA,SFG_blend,Cococart Pudina Salt Makhana Bulk
cfpl,Cococart Raspberry Almond Dark Choco Date Bar 35gm,VA,SFG_blend,Cococart Raspberry Almond Dark Choco Date Bar Bulk
cfpl,Coconut Laddubar (Semi Finished),VA,SFG_already_bulk,Coconut Laddubar (Semi Finished)
cfpl,Coconut Laddubar Mini 9g,VA,SFG_reuse_intermediate,Coconut Laddubar (Semi Finished)
cfpl,Coffee Laddoo 18gm,VA,SFG_blend,Coffee Laddoo Bulk
cfpl,Coffee Laddoo Semi Finished,VA,SFG_already_bulk,Coffee Laddoo Semi Finished
cfpl,Cranberry Date Balls 48 gms,VA,SFG_blend,Cranberry Date Balls Bulk
cfpl,Cranberry Whole 230g,RPC,NO_SFG_plain_repack,
cfpl,Crunchy Caramel Trail Mix,VA,SFG_blend,Crunchy Caramel Trail Mix Bulk
cfpl,Crunchy Caramel Trail Mix 230g,VA,SFG_blend,Crunchy Caramel Trail Mix Bulk
cfpl,Curate Anjeer 200g,RPC,NO_SFG_plain_repack,
cfpl,Curate Cashews 200g,RPC,NO_SFG_plain_repack,
cfpl,Curate Cashews 500g,RPC,NO_SFG_plain_repack,
cfpl,Curate Mamra Almonds 200g,RPC,NO_SFG_plain_repack,
cfpl,Curate Oriental Dates 500gm,DATES RPC,NO_SFG_plain_repack,
cfpl,Curate Pista Pishori 200g,RPC,NO_SFG_plain_repack,
cfpl,Curate Prunes 200g,RPC,NO_SFG_plain_repack,
cfpl,Curate Roasted Hazelnuts 200g,RPC,SFG_mint_va,Roasted Hazelnut Kernal Bulk
cfpl,Curate Roasted Hazelnuts 550g Jr,RPC,SFG_mint_va,Roasted Hazelnut Kernal Bulk
cfpl,DCC Almonds,Bulk,NO_SFG_plain_repack,
cfpl,DEGLET.908 GM,DATES BULK,SFG_blend,DEGLET. Bulk
cfpl,Daily Mewa Healthy Mix,VA,SFG_blend,Daily Mewa Healthy Mix Bulk
cfpl,Dark Almond Draggies,VA,SFG_blend,Dark Almond Draggies Bulk
cfpl,Dark Chocolate Coated Almond Stuffed Khalas Single,VA,SFG_blend,Dark Chocolate Coated Almond Stuffed Khalas Single Bulk
cfpl,Dark Chocolate Coated Almond Stuffed Khalas(No Use),VA,SFG_blend,Dark Chocolate Coated Almond Stuffed Khalas(No Use) Bulk
cfpl,Dark Chocolate Coated Cashew Stuffed Khalas Single,VA,SFG_blend,Dark Chocolate Coated Cashew Stuffed Khalas Single Bulk
cfpl,Dark Chocolate Coated Cashew Stuffed Khalas(No Use),VA,SFG_blend,Dark Chocolate Coated Cashew Stuffed Khalas(No Use) Bulk
cfpl,Dark Chocolate Coated Deri Date with Almond Single,VA,SFG_blend,Dark Chocolate Coated Deri Date with Almond Single Bulk
cfpl,Dark Chocolate Coated Fard Date with Almond Single,VA,SFG_blend,Dark Chocolate Coated Fard Date with Almond Single Bulk
cfpl,Dark Chocolate Coated Macadamia 110g,VA,SFG_blend,Dark Chocolate Coated Macadamia Bulk
cfpl,Dark Chocolate Coated Safavi Stuffed Dates Pc,VA,SFG_blend,Dark Chocolate Coated Safavi Stuffed Dates Pc Bulk
cfpl,Dark Chocolate Macadamia Clusters 100gm,VA,SFG_reuse_intermediate,Macadamia Dark Chocolate Clusters
cfpl,Date Balls Coated Coconut (22G X 3),VA,SFG_blend,Date Balls Coated Coconut ( X 3) Bulk
cfpl,Date Balls Coated Dark (22g x 3),VA,SFG_blend,Date Balls Coated Dark ( x 3) Bulk
cfpl,Date Balls Coated Milk (22g x 3),VA,SFG_blend,Date Balls Coated Milk ( x 3) Bulk
cfpl,Date Balls Coated White (22g x 3),VA,SFG_blend,Date Balls Coated White ( x 3) Bulk
cfpl,Date Bites 9gm,VA,SFG_reuse_intermediate,Date Bites Semi Finished
cfpl,Date Bites Rose (Semi Finished),VA,SFG_already_bulk,Date Bites Rose (Semi Finished)
cfpl,Date Bites Semi Finished,VA,SFG_already_bulk,Date Bites Semi Finished
cfpl,Date Mewa Bon Bon Laddu (18g x 3),VA,SFG_reuse_intermediate,Date Mewa Ladu
cfpl,Date Mewa Festive Gifting & Feast Parcel 500gm,VA,SFG_blend,Date Mewa Festive Gifting & Feast Parcel Bulk
cfpl,Date Mewa Ladu 18gm,VA,SFG_blend,Date Mewa Ladu Bulk
cfpl,Dates Ajwa Loose,DATES BULK,NO_SFG_rm_stockitem,
cfpl,Dates Ameri Loose,DATES BULK,NO_SFG_rm_stockitem,
cfpl,Dates Delight Khajur Pak 375gm,VA,SFG_blend,Dates Delight Khajur Pak Bulk
cfpl,Dates Fard Loose,DATES BULK,NO_SFG_plain_repack,
cfpl,Dates Mazafati Loose,DATES BULK,NO_SFG_rm_stockitem,
cfpl,Dates Medjool Jumbo Loose,DATES BULK,NO_SFG_rm_stockitem,
cfpl,Dates Medjool Large Loose,DATES BULK,NO_SFG_rm_stockitem,
cfpl,Dates Medjool Super Jumbo Loose,DATES BULK,NO_SFG_rm_stockitem,
cfpl,Dates Medjoul Junior Loose,DATES BULK,NO_SFG_plain_repack,
cfpl,Dates Mewa Assorted 210gm,VA,SFG_blend,Dates Mewa Assorted Bulk
cfpl,Dates Mewa Classic 210gm,VA,SFG_reuse_intermediate,Date Bites Semi Finished
cfpl,Dates Oriental Loose,DATES BULK,NO_SFG_rm_stockitem,
cfpl,Dates Safavi Loose,DATES BULK,NO_SFG_rm_stockitem,
cfpl,Dates Sayer Loose,DATES BULK,NO_SFG_plain_repack,
cfpl,Dates Zahidi Loose,DATES BULK,NO_SFG_rm_stockitem,
cdpl,Deglet,DATES BULK,NO_SFG_rm_stockitem,
cfpl,Dehydrated Ginger,Bulk,NO_SFG_rm_stockitem,
cfpl,Delkash Dates 500 Gms (110002704),DATES RPC,SFG_blend,Delkash Dates Bulk
cfpl,Delmonte Cranberries 130gm,RPC,NO_SFG_plain_repack,
cfpl,Delmonte Prunes 130g,RPC,NO_SFG_plain_repack,
cfpl,Delmonte Prunes 130g [1 Case x 40 unit],RPC,NO_SFG_plain_repack,
cfpl,Delmonte Prunes 340g,RPC,NO_SFG_plain_repack,
cfpl,Delmonte Prunes 340g [1 Case x 20 unit],RPC,NO_SFG_plain_repack,
cfpl,Delmonte Royal Arabian dates 200g,DATES RPC,NO_SFG_plain_repack,
cfpl,Delmonte Royal Arabian dates 200g [1 Case x 36 unit] Promo,DATES RPC,NO_SFG_plain_repack,
cfpl,Delmonte Royal Arabian dates 500g,DATES RPC,NO_SFG_plain_repack,
cfpl,Delmonte Royal Arabian dates 500g [1 Case x 24 unit] Non-Promo,DATES RPC,NO_SFG_plain_repack,
cfpl,Delmonte Royal Arabian dates 500g [1 Case x 24 unit] Promo,DATES RPC,NO_SFG_plain_repack,
cfpl,Delmonte Royal Fard Dates 200gm,DATES RPC,NO_SFG_plain_repack,
cfpl,Delmonte Royal Fard Dates 200gm [1 Case x 36 unit] Non-Promo,DATES RPC,NO_SFG_plain_repack,
cfpl,Delmonte Royal Fard Dates 200gm [1 Case x 36 unit] Promo,DATES RPC,NO_SFG_plain_repack,
cfpl,Delmonte Royal Fard Dates 450gm [1Case x 24Pack] PR,DATES RPC,NO_SFG_plain_repack,
cfpl,Delmonte Royal Fard Dates 450gm [1Case x 24Pack]NPR,DATES RPC,NO_SFG_plain_repack,
cfpl,Delmonte Royal Fard Dates 500gm,DATES RPC,NO_SFG_plain_repack,
cfpl,Delmonte Royal Fard Dates 500gm [1 Case x 24 unit] Non-Promo,DATES RPC,NO_SFG_plain_repack,
cfpl,Delmonte Royal Fard Dates 500gm [1 Case x 24 unit] Promo,DATES RPC,NO_SFG_plain_repack,
cfpl,Deri Dates 250g (1359841),DATES RPC,SFG_blend,Deri Dates Bulk
cfpl,Diced Almond,Bulk,NO_SFG_rm_stockitem,
cfpl,Dr Batra Hair Health Protein Bar (Semi Finished),VA,SFG_already_bulk,Hair Health Protein Bar (Semi Finished)
cfpl,Dr Batra#s Hair Health Protein Bar 35gm,VA,SFG_reuse_intermediate,Hair Health Protein Bar (Semi Finished)
cfpl,Dragees Dark Cranberry,VA,SFG_blend,Dragees Dark Cranberry Bulk
cfpl,Dragees Milk Cranberry,VA,SFG_blend,Dragees Milk Cranberry Bulk
cfpl,Dragees White Cranberry,VA,SFG_blend,Dragees White Cranberry Bulk
cfpl,Drangees Dark Almond,VA,SFG_blend,Drangees Dark Almond Bulk
cfpl,Dried Blueberry 100gm,RPC,NO_SFG_plain_repack,
cfpl,Dried Cranberry 100gm,RPC,NO_SFG_plain_repack,
cfpl,Dried Cranberry Sliced,Bulk,NO_SFG_rm_stockitem,
cfpl,Dried Cranberry Whole,Bulk,NO_SFG_rm_stockitem,
cfpl,Dried Kiwi,Bulk,NO_SFG_rm_stockitem,
cfpl,Dried Mango Loose,Bulk,NO_SFG_rm_stockitem,
cfpl,Dried Masala Kiwi,VA,SFG_blend,Dried Masala Kiwi Bulk
cfpl,Dried Masala Mango,VA,SFG_blend,Dried Masala Mango Bulk
cfpl,Dried Masala Pineapple,VA,SFG_blend,Dried Masala Pineapple Bulk
cfpl,Dried Prunes (Pitted),Bulk,NO_SFG_rm_stockitem,
cfpl,Dried Raspberry,RPC,NO_SFG_rm_stockitem,
cfpl,Dry Fruit Hamper,VA,SFG_blend,Dry Fruit Hamper Bulk
cfpl,Dryfruit Instant Energy LadduBar Pack of 5,VA,SFG_reuse_intermediate,Dryfruit Instant Energy Laddubar (Semi Finished)
cfpl,Dryfruit Instant Energy Laddubar (Semi Finished),VA,SFG_already_bulk,Dryfruit Instant Energy Laddubar (Semi Finished)
cfpl,Dryfruit Instant Energy Laddubar Bites 9gm,VA,SFG_reuse_intermediate,Dryfruit Instant Energy Laddubar (Semi Finished)
cfpl,Dryfruit instant Energy laddu Bar 35gm,VA,SFG_reuse_intermediate,Dryfruit Instant Energy Laddubar (Semi Finished)
cfpl,Energy Bar - Choco Crunch (Semi Finished),VA,SFG_already_bulk,Energy Bar - Choco Crunch (Semi Finished)
cfpl,Energy Bar - Choco Crunch 30gm,VA,SFG_reuse_intermediate,Energy Bar - Choco Crunch (Semi Finished)
