fg_name,cycle_archetype,stage_seq,stage_bucket,stage_label,input_code,input_kind,output_code,output_kind,create_wip_operation
Dryfruit Instant Energy Laddubar Bites 9gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0152,SFG,FG,FG,
Dryfruit instant Energy laddu Bar 35gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0151,SFG,Blend & Form
Dryfruit instant Energy laddu Bar 35gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0151,SFG,FG,FG,
Energy Bar - Choco Crunch 30gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0154,SFG,Blend & Form
Energy Bar - Choco Crunch 30gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0154,SFG,FG,FG,
Energy Bar - Fig & Dates 30gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0155,SFG,Blend & Form
Energy Bar - Fig & Dates 30gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0155,SFG,FG,FG,
Energy Bar - Hazelnut Magic 30gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0156,SFG,Blend & Form
Energy Bar - Hazelnut Magic 30gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0156,SFG,FG,FG,
Energy Bar - Oats & Apricot 30gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0157,SFG,Blend & Form
Energy Bar - Oats & Apricot 30gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0157,SFG,FG,FG,
Energy Bars Oats and Dates (Pack of 6) 210gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0158,SFG,Blend & Form
Energy Bars Oats and Dates (Pack of 6) 210gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0158,SFG,FG,FG,
Extra Cheese Seasoning (UNC) 1Kg,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0159,SFG,Roast & Flavour/Salt
Extra Cheese Seasoning (UNC) 1Kg,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0159,SFG,FG,FG,
Extra Cheese Seasoning Extreme,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0160,SFG,Roast & Flavour/Salt
Extra Cheese Seasoning Extreme,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0160,SFG,FG,FG,
Extra Cheese Seasoning-UNC( Malaysian) 15kg,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0161,SFG,Roast & Flavour/Salt
Extra Cheese Seasoning-UNC( Malaysian) 15kg,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0161,SFG,FG,FG,
Extra Cheese Seasoning-UNC( Malaysian) 1kg,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0161,SFG,Roast & Flavour/Salt
Extra Cheese Seasoning-UNC( Malaysian) 1kg,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0161,SFG,FG,FG,
Extreme Cheese Seasoning( Malaysian) 1kg,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0162,SFG,Roast & Flavour/Salt
Extreme Cheese Seasoning( Malaysian) 1kg,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0162,SFG,FG,FG,
Ez Almond California Bold Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Almond California Regular Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Almond Mammra Regular Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Almond Mamra Regular Loose (1459019),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Almond Rstd Salted Loose,C: Pack of existing SFG,1,Final FG,Packing,SFG0261,SFG,FG,FG,
Ez Anjeer Small Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Black Raisin Loose (1459026),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Black Raisin Seedless Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Blue Berry Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Cashew 210 Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Cashew 240 Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Cashew 320 Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Cashew 4pc Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Cashew Roasted Salted Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Chilean Walnut Giri Regular Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Chilean Walnut Giri Small Loose (1459038),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Cranberry Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Dried Apricot Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Green Pista Loose (1459047),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Honey Amla Loose (1459048),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Khurmani Wet Apricot Loose (1459052),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Kishmish Afghani Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Mix Dry Fruit Regular Loose (1459062),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Munakka Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Pista Roasted Salted Akbari Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Pista Roasted Salted Irani Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Walnut Broken Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ez Walnut Whole Loose,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA ALMOND 100G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA ALMOND 200G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA ALMOND 500G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA ALMOND REGULAR 100G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA ALMOND REGULAR 200G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA ALMOND REGULAR 500G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA Apricots Dry 100gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA BLACK RAISINS 100G (1455547),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA BLACK RAISINS 200G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA BLACK RAISINS 500G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA CASHEWNUT 240 COUNT 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA CASHEWNUT BROKEN 200G,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blanch & Slice,RM,RM,SFG0163,SFG,Blanch & Slice
FABSTA CASHEWNUT BROKEN 200G,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0163,SFG,FG,FG,
FABSTA INDIAN RAISINS 200G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA INDIAN RAISINS 500G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA PISTA CALIFORNIA 200G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA Raisins Indian 100 Gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA WALNUT SPLIT 250G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FABSTA Walnut Split 100gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FESTIVE GREETING 560gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FIESTA DryFruit Box 800gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FNP Almonds 26-29 - Salted & Roasted 50 gm,C: Pack of existing SFG,1,Final FG,Packing,SFG0261,SFG,FG,FG,
FNP Choco Almonds 50gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting + Enrobe / Choco-Coat,RM,RM,SFG0164,SFG,Roasting + Enrobe / Choco-Coat
FNP Choco Almonds 50gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0164,SFG,FG,FG,
FNP Choco Berry Bites 50gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0165,SFG,Blend & Form
FNP Choco Berry Bites 50gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0165,SFG,FG,FG,
FNP Fiery Almonds Sizzlin Peri Peri 50gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FNP Indian Raisins 70 gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FNP Pistachios Salted & Roasted 50 gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0166,SFG,Roast & Flavour/Salt
FNP Pistachios Salted & Roasted 50 gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0166,SFG,FG,FG,
FNP Salt & Pepper Cashew 50gm,C: Pack of existing SFG,1,Final FG,Packing,SFG0278,SFG,FG,FG,
FNP Smokin Sweet N Smoky BBQ Almond 50gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
FNP Smokin Sweet N Smoky BBQ Cashew 50g,C: Pack of existing SFG,1,Final FG,Packing,SFG0285,SFG,FG,FG,
Fabsta Anjeer 200gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Fabsta Figs Regular 500gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Fabsta Rstd Flax Seeds 100g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Fabsta Rstd Melon Seeds 100g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Fabsta Rstd Pumpkin Seeds 100g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Fabsta Rstd Sunflower Seeds 100g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Fabsta Walnut Split 500g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Fan Bag 300g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Fardh Dates,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Festive Box - Magic Moments 600g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Festive Box - Supreme 1000g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Festive Hamper 01,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Festive Hamper 02,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Festive Hamper 03,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Flaxseeds 200G (B07GR346G4),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Flaxseeds 500G (B07GQZ7ZVT),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Floppy Bag Gift Hamper,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Foodsquare Truffle Laquered Nuts (Bulk),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Foodsquare Truffle Laquered Nuts 200gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Forsi Coctail Mix,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Forsi Panchmewa,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
GOOD LIFE ARABIAN DATES 500 g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
GOOD LIFE CHIA SEED 100G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
GOOD LIFE FARD DATES 500 g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
GOOD LIFE FLAX SEED 100G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
GOOD LIFE PUMPKIN SEED 100G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
GOOD LIFE SUNFLOWER SEED 100G,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Gondh Dryfruit Laddu Bar 35gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0167,SFG,Blend & Form
Gondh Dryfruit Laddu Bar 35gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0167,SFG,FG,FG,
Gondh Dryfruit LadduBar Pack of 6,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0168,SFG,Blend & Form
Gondh Dryfruit LadduBar Pack of 6,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0168,SFG,FG,FG,
Good Health Dry Fruit Box 750 g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Green Chilli Cashew Bulk,A: WIP producer (bulk),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0169,SFG,Roast & Flavour/Salt
Green Chilli Cashew Bulk,A: WIP producer (bulk),2,Final FG,Packing,SFG0169,SFG,FG,FG,
Green Chilly Cashew,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Green Leafy Trunk Gift Hamper,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Greendot Coated Peanuts,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0170,SFG,Roast & Flavour/Salt
Greendot Coated Peanuts,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0170,SFG,FG,FG,
Grey Carry All Basket Hamper,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
H Finest Turkey Appricot 300g(1340538),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
HA AJWA DATES 300GM (1357012),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
HA ALMOND MAMRA 100g (1340535),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
HA APRICOT - JARDALOO 200g (1340540),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
HA BLACK CURRENT 250g (1340541),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
HA MABOROOM DATES 300GM (1357011),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
HA SEGAI DATES 300GM (1357010),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
HA SINDUKANI RAISIN 250GM,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
HA SUKHRY DATES 300GM (1357013),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
HARDIK SHUBHKAMANYEN 280gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
HOH Panch Mewa Mix Loose,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0174,SFG,Roasting
HOH Panch Mewa Mix Loose,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0174,SFG,FG,FG,
HOH Raksha Bandhan Box 190 Gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
HOH Raksha Bandhan Box 268g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Akbari Pista 200g (1357005),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Almond Mamro 250g (1340532),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Almond Mamro 500g (1350928),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Brazil Nut 200g (1340533),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Hazulnut 250g (1340531),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Maryam Dates 300g(1340537),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Pinenut 100g (1340543),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Premium Dates Medjool 300g(1340530),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Premium Pecans 150g (1340534),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Premium Saudi Dates 300g(1340536),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Premium Saudi Dates 500g(1356005),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Prunes 275g(1340539),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Walnut Kernal 250g(1340542),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Walnut Kernal 500g(1350930),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Ha Walnut Whole 500g(1350935),D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Habit Coconut Cream Powder 1 Kg (Instant),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0171,SFG,Roast & Flavour/Salt
Habit Coconut Cream Powder 1 Kg (Instant),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0171,SFG,FG,FG,
Habit Extra Cheese Seasoning (15kg),B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0172,SFG,Roast & Flavour/Salt
Habit Extra Cheese Seasoning (15kg),B: Transform->Pack (in-line),2,Final FG,Packing,SFG0172,SFG,FG,FG,
Healing Hand Oats and Dates Bar,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Blend & Form,RM,RM,SFG0173,SFG,Blend & Form
Healing Hand Oats and Dates Bar,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0173,SFG,FG,FG,
Healthy Choice Chia Seeds 100 g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Healthy Choice Chia Seeds 200 g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Healthy Choice Roasted Pumpkin Seeds 100 g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Healthy Choice Roasted Pumpkin Seeds 200 g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Healthy Choice Roasted Sunflower Seeds 100 g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Healthy Choice Roasted Sunflower Seeds 200 g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Healthy Choice Roasted Watermelon Seeds 100 g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Healthy Choice Roasted Watermelon Seeds 200 g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Independence Almonds,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Indian Green Raisins,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Indian Green Raisins 230g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Indian Green Raisins 90gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Indian Long Green Raisins,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Jute Drawstring  300g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Jute Floppy Bag Hamper,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Dates Medjool Medium 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Dates Medjoul Medium [Y1562] 200gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Medjoul Dates 250 Gms,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Medjoul Dates 500 Gms,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Medjoul Dates Jumbo 1kg,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Medjoul Dates Junior 1kg,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Medjoul Dates Large 1kg,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Medjoul Dates Medium 1kg,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Medjoul Dates Medium 500 Gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Medjoul Dates Mini 500 Gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Medjoul Jumbo Dates 500gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Medjoul Junior 500g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Medjoul Super Jumbo 1kg,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Medjoul Super Jumbo 500gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Oriental Dates 250g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
King Solomon Oriental Dates 500gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Krack Nut Coated Peanuts Magic Masala 110g,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0175,SFG,Roast & Flavour/Salt
Krack Nut Coated Peanuts Magic Masala 110g,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0175,SFG,FG,FG,
Krack Nut Coated Peanuts Pudina Patakha 100g,C: Pack of existing SFG,1,Final FG,Packing,SFG0334,SFG,FG,FG,
Krack Nut Coated Peanuts Pudina Patakha 25g Not Use,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0176,SFG,Roast & Flavour/Salt
Krack Nut Coated Peanuts Pudina Patakha 25g Not Use,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0176,SFG,FG,FG,
Krack Nut Coated Peanuts Pudina Patakha 25gm,C: Pack of existing SFG,1,Final FG,Packing,SFG0334,SFG,FG,FG,
Krack Nut Coated Peanuts Tandoori Toofan 1 Kg,C: Pack of existing SFG,1,Final FG,Packing,SFG0335,SFG,FG,FG,
Krack Nut Coated Peanuts Thai Firangi 1 Kg,C: Pack of existing SFG,1,Final FG,Packing,SFG0336,SFG,FG,FG,
Krack Nut Coated Peanuts Thai Firangi 100g,C: Pack of existing SFG,1,Final FG,Packing,SFG0336,SFG,FG,FG,
Kracknut Coated Peanuts - Tandoori Toofan 110g,C: Pack of existing SFG,1,Final FG,Packing,SFG0335,SFG,FG,FG,
Kracknut Coated Peanuts - Tandoori Toofan 160gm,C: Pack of existing SFG,1,Final FG,Packing,SFG0335,SFG,FG,FG,
Kracknut Coated Peanuts - Tandoori Toofan 25g,C: Pack of existing SFG,1,Final FG,Packing,SFG0335,SFG,FG,FG,
Kracknut Coated Peanuts - Thai Firangi 25g,C: Pack of existing SFG,1,Final FG,Packing,SFG0336,SFG,FG,FG,
Kracknut Coated Peanuts-Pudhina Patakha 110g,C: Pack of existing SFG,1,Final FG,Packing,SFG0334,SFG,FG,FG,
Kracknut Coated Peanuts-Pudhina Patakha 1kg,C: Pack of existing SFG,1,Final FG,Packing,SFG0334,SFG,FG,FG,
Kracknut Coated Peanuts-Thai Firangi 110g,C: Pack of existing SFG,1,Final FG,Packing,SFG0336,SFG,FG,FG,
Lemon Pepper Cashew Bulk,A: WIP producer (bulk),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0177,SFG,Roast & Flavour/Salt
Lemon Pepper Cashew Bulk,A: WIP producer (bulk),2,Final FG,Packing,SFG0177,SFG,FG,FG,
MDF Premium Medjoul Dates Box 18 Pcs,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Mac Snack Dry Roasted Macadamias Munchies 100gm-style 4,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0179,SFG,Roasting
Mac Snack Dry Roasted Macadamias Munchies 100gm-style 4,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0179,SFG,FG,FG,
Mac Snack Dry Roasted Macadamias Munchies 200gm,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roasting,RM,RM,SFG0178,SFG,Roasting
Mac Snack Dry Roasted Macadamias Munchies 200gm,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0178,SFG,FG,FG,
Mac Snack Macadamia Stlye 0 Premium-200gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Mac Snack Macadamia Style 1 Roasted & Salted Premium 200g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Mac Snack Roasted & Salted Macadamias Munchies 200gm-style 4,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0180,SFG,Roast & Flavour/Salt
Mac Snack Roasted & Salted Macadamias Munchies 200gm-style 4,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0180,SFG,FG,FG,
Mac Snack Roasted Macadamias Munchies 100gm-style 4,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0181,SFG,Roast & Flavour/Salt
Mac Snack Roasted Macadamias Munchies 100gm-style 4,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0181,SFG,FG,FG,
Macadamia Inshell 150g,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Macadamia Kernal 150gm,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Macadamia Roasted & Salted style 4,B: Transform->Pack (in-line),1,Create WIP,Create WIP: Roast & Flavour/Salt,RM,RM,SFG0182,SFG,Roast & Flavour/Salt
Macadamia Roasted & Salted style 4,B: Transform->Pack (in-line),2,Final FG,Packing,SFG0182,SFG,FG,FG,
Macadamia Roasted - Size 1,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Macadamia Roasted - Size 2,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Macadamia Roasted - Size 4,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
Macadamia Roasted NIS Sawn,D: Pack-only,1,Final FG,Sorting + Packing,RM,RM,FG,FG,
